"DATE","TOTAL_CASES","NEW_CASES","TOTAL_CONFIRMED","NEW_CONFIRMED","TOTAL_PROBABLE","NEW_PROBABLE","POS_TESTS","NEW_POS_TESTS","NEG_TESTS","NEW_NEG_TESTS","TOTAL_TESTS","NEW_TESTS","NEW_DEATHS","TOTAL_DEATHS","NEW_HOSPITALIZED","TOTAL_HOSPITALIZED","TOTAL_DEATHS_BY_DOD","Region","Population","New_cases_per_100k_per_week","PositivityRate_per_week","Tests_per_100k","New_cases_per_100k","PositivityPercentage_per_week"
2021-05-10,51125,21,42792,14,8333,7,46887,13,309768,220,356655,233,1,633,1,1431,658,"Knox County",470313,43.162744810371,0.0637629097440503,49.5414755705243,4.46511153210734,6.37629097440503
2021-05-09,51104,17,42778,14,8326,3,46874,17,309548,287,356422,304,0,632,1,1430,657,"Knox County",470313,42.0996230170121,0.0626865671641791,64.6378050362206,3.61461409742023,6.26865671641791
2021-05-08,51087,20,42764,11,8323,9,46857,14,309261,206,356118,220,0,632,1,1429,657,"Knox County",470313,41.4617499409967,0.0625543006081668,46.7773589077912,4.25248717343556,6.25543006081668
2021-05-07,51067,43,42753,31,8314,12,46843,33,309055,368,355898,401,0,632,0,1428,657,"Knox County",470313,42.9501204516992,0.0660542432195975,85.262367827383,9.14284742288646,6.60542432195976
2021-05-06,51024,40,42722,26,8302,14,46810,28,308687,240,355497,268,1,632,0,1428,657,"Knox County",470313,44.8637396797452,0.0709592641261498,56.9833281240365,8.50497434687113,7.09592641261498
2021-05-05,50984,51,42696,32,8288,19,46782,38,308447,422,355229,460,0,631,4,1428,656,"Knox County",470313,48.4783537771654,0.0745182012847966,97.807204989018,10.8438422922607,7.45182012847966
2021-05-04,50933,50,42664,32,8269,18,46744,34,308025,383,354769,417,0,631,0,1424,656,"Knox County",470313,51.4550947985703,0.0768562744246635,88.6643575661315,10.6312179335889,7.68562744246635
2021-05-03,50883,24,42632,9,8251,15,46710,7,307642,204,354352,211,1,631,1,1424,656,"Knox County",470313,52.0929678745856,0.074967119684349,44.8637396797452,5.10298460812268,7.4967119684349
2021-05-02,50859,25,42623,18,8236,7,46703,20,307438,195,354141,215,0,630,2,1423,655,"Knox County",470313,53.7939627439599,0.0793795620437956,45.7142371144323,5.31560896679445,7.93795620437956
2021-05-01,50834,45,42605,35,8229,10,46683,37,307243,351,353926,388,0,630,2,1421,655,"Knox County",470313,59.1095717107543,0.0834745762711864,82.4982511646499,9.56809614023002,8.34745762711864
2021-04-30,50789,58,42570,30,8219,28,46646,29,306892,370,353538,399,0,630,3,1419,655,"Knox County",470313,62.298937090831,0.0818490245971162,84.8371191100395,12.3322128029631,8.18490245971162
2021-04-29,50731,55,42540,34,8191,21,46617,35,306522,413,353139,448,0,630,2,1416,654,"Knox County",470313,65.4883024709077,0.0788022064617809,95.2557126849566,11.6943397269478,7.88022064617809
2021-04-28,50676,47,42506,28,8170,19,46582,34,306109,394,352691,428,4,630,1,1414,654,"Knox County",470313,64.6378050362206,0.0782122905027933,91.003225511521,9.99334485757357,7.82122905027933
2021-04-27,50629,39,42478,17,8151,22,46548,20,305715,261,352263,281,1,626,2,1413,652,"Knox County",470313,62.298937090831,0.0767932489451477,59.7474447867697,8.29234998819935,7.67932489451477
2021-04-26,50590,69,42461,36,8129,33,46528,40,305454,341,351982,381,1,625,0,1411,651,"Knox County",470313,71.867033231061,0.0846456692913386,81.0098806539475,14.6710807483527,8.46456692913386
2021-04-25,50521,37,42425,24,8096,13,46488,25,305113,259,351601,284,0,624,3,1411,649,"Knox County",470313,74.4185255351224,0.0843234955921809,60.385317862785,7.86710127085579,8.43234955921809
2021-04-24,50484,36,42401,22,8083,14,46463,28,304854,394,351317,422,0,624,3,1408,649,"Knox County",470313,72.5049063070764,0.0798335225122966,89.7274793594904,7.65447691218401,7.98335225122966
2021-04-23,50448,42,42379,31,8069,11,46435,36,304460,346,350895,382,0,624,2,1405,648,"Knox County",470313,69.1029165683279,0.083015993907083,81.2225050126193,8.93022306421468,8.3015993907083
2021-04-22,50406,78,42348,61,8058,17,46399,64,304114,520,350513,584,1,624,1,1403,647,"Knox County",470313,73.9932768177788,0.0894279507603186,124.172625464318,16.5846999763987,8.94279507603186
2021-04-21,50328,62,42287,34,8041,28,46335,34,303594,358,349929,392,1,623,1,1402,646,"Knox County",470313,77.1826421978555,0.0906089508437271,83.348748599337,13.1827102376502,9.06089508437271
2021-04-20,50266,38,42253,34,8013,4,46301,38,303236,345,349537,383,1,622,1,1401,645,"Knox County",470313,76.9700178391837,0.0937057991513437,81.435129371291,8.07972562952757,9.37057991513437
2021-04-19,50228,63,42219,40,8009,23,46263,39,302891,247,349154,286,0,621,0,1400,644,"Knox County",470313,75.694271687153,0.0965971459934138,60.8105665801286,13.395334596322,9.65971459934138
2021-04-18,50165,38,42179,27,7986,11,46224,32,302644,284,348868,316,0,621,1,1400,644,"Knox County",470313,75.9068960458248,0.0980108499095841,67.1892973402819,8.07972562952757,9.80108499095841
2021-04-17,50127,37,42152,18,7975,19,46192,23,302360,235,348552,258,0,621,1,1399,643,"Knox County",470313,76.1195204044966,0.102268358323722,54.8570845373188,7.86710127085579,10.2268358323722
2021-04-16,50090,345,42134,329,7956,16,46169,369,302125,1647,348294,2016,1,621,4,1398,643,"Knox County",470313,140.544701082045,0.141440377804014,428.650707082305,73.3554037417635,14.1440377804014
2021-04-15,49745,87,41805,54,7940,33,45800,55,300478,420,346278,475,1,620,0,1394,642,"Knox County",470313,142.458320310091,0.142995637421231,100.996570369095,18.4983192044447,14.2995637421231
2021-04-14,49658,86,41751,59,7907,27,45745,61,300058,499,345803,560,0,619,3,1394,641,"Knox County",470313,147.561304918214,0.14368886818817,119.069640856196,18.2856948457729,14.368886818817
2021-04-13,49572,68,41692,38,7880,30,45684,43,299559,253,345243,296,-5,619,1,1391,641,"Knox County",470313,153.940035678367,0.147848823389589,62.9368101668463,14.4584563896809,14.7848823389589
2021-04-12,49504,63,41654,43,7850,20,45641,50,299306,270,344947,320,1,624,0,1390,641,"Knox County",470313,153.940035678367,0.149257250648432,68.039794774969,13.395334596322,14.9257250648432
2021-04-11,49441,26,41611,15,7830,11,45591,14,299036,211,344627,225,2,623,0,1390,640,"Knox County",470313,151.388543374306,0.148192771084337,47.8404807011501,5.52823332546623,14.8192771084337
2021-04-10,49415,51,41596,33,7819,18,45577,40,298825,423,344402,463,0,621,1,1390,640,"Knox County",470313,154.365284395711,0.1451205510907,98.4450780650333,10.8438422922607,14.51205510907
2021-04-09,49364,82,41563,62,7801,20,45537,71,298402,441,343939,512,5,621,2,1389,639,"Knox County",470313,98.4450780650333,0.117151876534549,108.86367163995,17.4351974110858,11.7151876534549
2021-04-08,49282,49,41501,26,7781,23,45466,25,297961,331,343427,356,-6,616,0,1387,639,"Knox County",470313,90.3653524355057,0.111273792093704,75.694271687153,10.4185935749171,11.1273792093704
2021-04-07,49233,76,41475,53,7758,23,45441,57,297630,565,343071,622,2,622,1,1387,638,"Knox County",470313,88.2391088487879,0.107372942018611,132.252351093846,16.1594512590551,10.7372942018611
2021-04-06,49157,73,41422,40,7735,33,45384,44,297065,302,342449,346,2,620,0,1386,638,"Knox County",470313,89.3022306421468,0.105836849507736,73.5680281004352,15.5215781830398,10.5836849507736
2021-04-05,49084,44,41382,32,7702,12,45340,35,296763,191,342103,226,0,618,3,1386,638,"Knox County",470313,85.262367827383,0.104,48.0531050598219,9.35547178155824,10.4
2021-04-04,49040,49,41350,31,7690,18,45305,40,296572,244,341877,284,3,618,0,1383,636,"Knox County",470313,90.1527280768339,0.111071555713777,60.385317862785,10.4185935749171,11.1071555713777
2021-04-03,48991,80,41319,63,7672,17,45265,70,296328,444,341593,514,0,615,0,1383,635,"Knox County",470313,96.3188344783155,0.11958041958042,109.288920357294,17.0099486937423,11.958041958042
2021-04-02,48911,72,41256,42,7655,30,45195,43,295884,348,341079,391,0,615,2,1383,633,"Knox County",470313,94.1925908915977,0.114640379700621,83.1361242406653,15.308953824368,11.4640379700621
2021-04-01,48839,76,41214,64,7625,12,45152,67,295536,410,340688,477,1,615,1,1381,630,"Knox County",470313,99.9334485757357,0.124475524475524,101.421819086438,16.1594512590551,12.4475524475524
2021-03-31,48763,86,41150,65,7613,21,45085,72,295126,574,340211,646,3,614,2,1380,630,"Knox County",470313,102.059692162454,0.128640776699029,137.355335701969,18.2856948457729,12.8640776699029
2021-03-30,48677,56,41085,32,7592,24,45013,38,294552,320,339565,358,1,611,2,1378,628,"Knox County",470313,98.4450780650333,0.12603591160221,76.1195204044966,11.9069640856196,12.603591160221
2021-03-29,48621,43,41053,21,7568,22,44975,22,294232,279,339207,301,5,610,0,1376,626,"Knox County",470313,98.2324537063615,0.118478626725008,63.9999319602052,9.14284742288646,11.8478626725008
2021-03-28,48578,80,41032,46,7546,34,44953,49,293953,357,338906,406,2,605,5,1376,625,"Knox County",470313,104.823808825187,0.116715163271904,86.3254896207419,17.0099486937423,11.6715163271904
2021-03-27,48498,43,40986,40,7512,3,44904,42,293596,314,338500,356,0,603,2,1371,623,"Knox County",470313,96.9567075543308,0.113458262350937,75.694271687153,9.14284742288646,11.3458262350937
2021-03-26,48455,79,40946,54,7509,25,44862,60,293282,333,338144,393,0,603,2,1369,621,"Knox County",470313,98.4450780650333,0.119169220292816,83.5613729580088,16.7973243350705,11.9169220292816
2021-03-25,48376,87,40892,63,7484,24,44802,67,292949,419,337751,486,0,603,4,1367,619,"Knox County",470313,100.783946010423,0.118805159538357,103.335438314484,18.4983192044447,11.8805159538357
2021-03-24,48289,123,40829,93,7460,30,44735,95,292530,535,337265,630,1,603,3,1363,618,"Knox County",470313,108.651047281279,0.127303754266212,133.95334596322,26.1527961166287,12.7303754266212
2021-03-23,48166,88,40736,58,7430,30,44640,63,291995,375,336635,438,1,602,3,1360,617,"Knox County",470313,115.455026758776,0.132225913621262,93.1294690982388,18.7109435631165,13.2225913621262
2021-03-22,48078,110,40678,77,7400,33,44577,79,291620,368,336197,447,2,601,1,1357,616,"Knox County",470313,129.700858789785,0.144169835234474,95.0430883262848,23.3886794538956,14.4169835234474
2021-03-21,47968,50,40601,33,7367,17,44498,34,291252,221,335750,255,-3,599,1,1356,616,"Knox County",470313,123.322128029631,0.146422628951747,54.2192114613034,10.6312179335889,14.6422628951747
2021-03-20,47918,59,40568,29,7350,30,44464,33,291031,220,335495,253,0,602,4,1355,615,"Knox County",470313,126.72411776838,0.148518263266713,53.7939627439599,12.5448371616349,14.8518263266713
2021-03-19,47859,146,40539,102,7320,44,44431,116,290811,655,335242,771,3,602,3,1351,615,"Knox County",470313,140.969949799389,0.148475609756098,163.933380535941,31.0431563660796,14.8475609756098
2021-03-18,47713,68,40437,50,7276,18,44315,66,290156,435,334471,501,2,599,1,1348,614,"Knox County",470313,136.930086984625,0.147496206373293,106.524803694561,14.4584563896809,14.7496206373293
2021-03-17,47645,46,40387,36,7258,10,44249,41,289721,358,333970,399,1,597,3,1347,614,"Knox County",470313,120.558011366898,0.140992167101828,84.8371191100395,9.7807204989018,14.0992167101828
2021-03-16,47599,128,40351,84,7248,44,44208,100,289363,533,333571,633,0,596,4,1344,612,"Knox County",470313,129.062985713769,0.143909174593434,134.591219039236,27.2159179099876,14.3909174593434
2021-03-15,47471,43,40267,28,7204,15,44108,39,288830,208,332938,247,1,596,1,1340,611,"Knox County",470313,114.81715368276,0.140241909120628,52.5182165919292,9.14284742288646,14.0241909120628
2021-03-14,47428,59,40239,37,7189,22,44069,46,288622,289,332691,335,0,595,0,1339,610,"Knox County",470313,116.730772910806,0.14049060210258,71.2291601550457,12.5448371616349,14.049060210258
2021-03-13,47369,70,40202,33,7167,37,44023,41,288333,468,332356,509,1,595,1,1339,610,"Knox County",470313,119.069640856196,0.132253313696613,108.225798563935,14.8837051070245,13.2253313696613
2021-03-12,47299,63,40169,60,7130,3,43982,67,287865,502,331847,569,0,594,1,1338,608,"Knox County",470313,101.421819086438,0.125274036955841,120.983260084242,13.395334596322,12.5274036955841
2021-03-11,47236,81,40109,54,7127,27,43915,65,287363,446,331278,511,2,594,0,1337,606,"Knox County",470313,104.185935749171,0.12457071495473,108.651047281279,17.222573052414,12.457071495473
2021-03-10,47155,94,40055,71,7100,23,43850,81,286917,705,330767,786,2,592,0,1337,605,"Knox County",470313,114.391904965417,0.122284122562674,167.122745916018,19.9866897151471,12.2284122562674
2021-03-09,47061,80,39984,50,7077,30,43769,55,286212,417,329981,472,0,590,2,1337,605,"Knox County",470313,104.185935749171,0.114902303878682,100.358697293079,17.0099486937423,11.4902303878682
2021-03-08,46981,83,39934,57,7047,26,43714,62,285795,290,329509,352,1,590,0,1335,600,"Knox County",470313,112.690910096042,0.117996604414261,74.8437742524659,17.6478217697576,11.7996604414261
2021-03-07,46898,63,39877,40,7021,23,43652,41,285505,204,329157,245,0,589,0,1335,598,"Knox County",470313,113.54140753073,0.119628339140534,52.0929678745856,13.395334596322,11.9628339140534
2021-03-06,46835,123,39837,86,6998,37,43611,95,285301,639,328912,734,0,589,1,1335,598,"Knox County",470313,124.810498540334,0.127010084491687,156.066279265085,26.1527961166287,12.7010084491687
2021-03-05,46712,69,39751,43,6961,26,43516,48,284662,347,328178,395,2,589,2,1334,598,"Knox County",470313,126.086244692364,0.127896995708154,83.9866216753524,14.6710807483527,12.7896995708154
2021-03-04,46643,112,39708,85,6935,27,43468,99,284315,774,327783,873,5,587,2,1332,596,"Knox County",470313,132.67759981119,0.124708322530464,185.621065120462,23.8139281712392,12.4708322530464
2021-03-03,46531,70,39623,29,6908,41,43369,36,283541,351,326910,387,1,582,4,1330,594,"Knox County",470313,127.574615203067,0.126084441873916,82.2856268059781,14.8837051070245,12.6084441873916
2021-03-02,46461,133,39594,91,6867,42,43333,99,283190,622,326523,721,-1,581,2,1326,593,"Knox County",470313,138.843706212671,0.129484758564877,153.302162602352,28.2790397033465,12.9484758564877
2021-03-01,46328,56,39503,30,6825,26,43234,33,282568,101,325802,134,1,582,1,1324,588,"Knox County",470313,133.102848528533,0.129263399254801,28.4916640620183,11.9069640856196,12.9263399254801
2021-02-28,46272,77,39473,53,6799,24,43201,63,282467,424,325668,487,2,581,2,1323,588,"Knox County",470313,136.079589549938,0.126775663361029,103.548062673156,16.3720756177269,12.6775663361029
2021-02-27,46195,81,39420,47,6775,34,43138,59,282043,476,325181,535,1,579,3,1321,587,"Knox County",470313,127.149366485723,0.123725934314836,113.754031889401,17.222573052414,12.3725934314836
2021-02-26,46114,105,39373,69,6741,36,43079,80,281567,360,324646,440,5,578,2,1318,586,"Knox County",470313,134.803843397907,0.131115459882583,93.5547178155824,22.3255576605367,13.1115459882583
2021-02-25,46009,131,39304,92,6705,39,42999,98,281207,738,324206,836,2,573,5,1316,586,"Knox County",470313,138.843706212671,0.132203389830508,177.753963849607,27.8537909860029,13.2203389830508
2021-02-24,45878,100,39212,70,6666,30,42901,78,280469,691,323370,769,2,571,2,1311,585,"Knox County",470313,145.222436972824,0.130035696073432,163.508131818597,21.2624358671778,13.0035696073432
2021-02-23,45778,115,39142,61,6636,54,42823,68,279778,538,322601,606,5,569,7,1309,584,"Knox County",470313,141.395198516732,0.12582085631731,128.850361355098,24.4518012472545,12.582085631731
2021-02-22,45663,60,39081,31,6582,29,42755,37,279240,222,321995,259,3,564,3,1302,582,"Knox County",470313,142.24569595142,0.122838250254324,55.0697088959905,12.7574615203067,12.2838250254323
2021-02-21,45603,82,39050,41,6553,41,42718,45,279018,367,321736,412,2,561,3,1299,580,"Knox County",470313,143.308817744778,0.120560020741509,87.6012357727726,17.4351974110858,12.0560020741509
2021-02-20,45521,137,39009,98,6512,39,42673,115,278651,751,321324,866,1,559,2,1296,577,"Knox County",470313,155.215781830398,0.12440305635148,184.13269460976,29.1295371380336,12.440305635148
2021-02-19,45384,93,38911,41,6473,52,42558,46,277900,179,320458,225,1,558,2,1294,576,"Knox County",470313,152.664289526337,0.122577397432671,47.8404807011501,19.7740653564754,12.2577397432671
2021-02-18,45291,147,38870,104,6421,43,42512,113,277721,686,320233,799,4,557,6,1292,574,"Knox County",470313,156.066279265085,0.127540650406504,169.886862578751,31.2557807247514,12.7540650406504
2021-02-17,45144,113,38766,68,6378,45,42399,76,277035,629,319434,705,1,553,5,1286,568,"Knox County",470313,158.830395927818,0.129132231404959,149.900172863604,24.0265525299109,12.9132231404959
2021-02-16,45031,145,38698,90,6333,55,42323,102,276406,538,318729,640,2,552,4,1281,565,"Knox County",470313,165.209126687972,0.136712749615975,136.079589549938,30.8305320074078,13.6712749615975
2021-02-15,44886,73,38608,34,6278,39,42221,43,275868,223,318089,266,2,550,1,1277,565,"Knox County",470313,167.973243350705,0.138001533350371,56.558079406693,15.5215781830398,13.8001533350371
2021-02-14,44813,162,38574,132,6239,30,42178,134,275645,540,317823,674,2,548,7,1276,564,"Knox County",470313,184.983192044447,0.150658682634731,143.308817744778,34.4451461048281,15.0658682634731
2021-02-13,44651,133,38442,89,6209,44,42044,105,275105,629,317149,734,4,546,7,1269,563,"Knox County",470313,184.13269460976,0.153104130596092,156.066279265085,28.2790397033465,15.3104130596092
2021-02-12,44518,174,38353,109,6165,65,41939,119,274476,702,316415,821,3,542,3,1262,559,"Knox County",470313,201.355267662174,0.149170079758569,174.56459846953,36.9966384088894,14.9170079758569
2021-02-11,44344,162,38244,112,6100,50,41820,117,273774,870,315594,987,5,539,5,1259,558,"Knox County",470313,204.544633042251,0.144188937228092,209.860242009045,34.4451461048281,14.4188937228092
2021-02-10,44182,147,38132,105,6050,42,41703,111,272904,640,314607,751,7,534,6,1254,556,"Knox County",470313,211.773861237091,0.150010260619741,159.680893362505,31.2557807247514,15.0010260619741
2021-02-09,44035,206,38027,150,6008,56,41592,161,272264,755,313856,916,0,527,6,1248,554,"Knox County",470313,224.74394711607,0.153427850067974,194.763912543349,43.8006178863863,15.3427850067974
2021-02-08,43829,103,37877,68,5952,35,41431,71,271509,282,312940,353,4,527,2,1242,549,"Knox County",470313,231.122677876223,0.156226126814362,75.0563986111377,21.9003089431931,15.6226126814362
