"DATE","TOTAL_CASES","NEW_CASES","TOTAL_CONFIRMED","NEW_CONFIRMED","TOTAL_PROBABLE","NEW_PROBABLE","POS_TESTS","NEW_POS_TESTS","NEG_TESTS","NEW_NEG_TESTS","TOTAL_TESTS","NEW_TESTS","NEW_DEATHS","TOTAL_DEATHS","NEW_HOSPITALIZED","TOTAL_HOSPITALIZED","TOTAL_DEATHS_BY_DOD","NEW_DEATHS_BY_DOD","Region","Population","New_cases_per_100k_per_week","PositivityRate_per_week","Tests_per_100k","New_cases_per_100k","PositivityPercentage_per_week"
2022-06-25,133237,104,102354,60,30883,44,110622,71,567334,203,677956,274,0,1414,0,2766,1414,0,"Knox County",470313,NA,NA,58.2590742760672,22.1129333018649,NA
2022-06-24,133133,144,102294,119,30839,25,110551,128,567131,386,677682,514,0,1414,0,2766,1414,0,"Knox County",470313,NA,NA,109.288920357294,30.6179076487361,NA
2022-06-23,132989,185,102175,127,30814,58,110423,136,566745,304,677168,440,1,1414,0,2766,1414,0,"Knox County",470313,NA,NA,93.5547178155824,39.335506354279,NA
2022-06-22,132804,182,102048,126,30756,56,110287,131,566441,332,676728,463,0,1413,0,2766,1414,0,"Knox County",470313,NA,NA,98.4450780650333,38.6976332782636,NA
2022-06-21,132622,178,101922,86,30700,92,110156,95,566109,175,676265,270,1,1413,0,2766,1414,0,"Knox County",470313,NA,NA,57.4085768413801,37.8471358435765,NA
2022-06-20,132444,120,101836,84,30608,36,110061,91,565934,157,675995,248,0,1412,0,2766,1414,1,"Knox County",470313,NA,NA,52.730840950601,25.5149230406134,NA
2022-06-19,132324,90,101752,59,30572,31,109970,65,565777,198,675747,263,0,1412,0,2766,1413,0,"Knox County",470313,213.262231747793,0.29004854368932,55.9202063306777,19.13619228046,29.004854368932
2022-06-18,132234,99,101693,80,30541,19,109905,87,565579,194,675484,281,-1,1412,0,2766,1413,0,"Knox County",470313,212.199109954435,0.295683743444937,59.7474447867697,21.049811508506,29.5683743444937
2022-06-17,132135,133,101613,83,30522,50,109818,89,565385,254,675203,343,3,1413,0,2766,1413,0,"Knox County",470313,209.860242009045,0.300693240901213,72.9301550244199,28.2790397033465,30.0693240901213
2022-06-16,132002,138,101530,103,30472,35,109729,108,565131,301,674860,409,1,1410,0,2766,1413,0,"Knox County",470313,199.866897151471,0.292490118577075,86.9633626967573,29.3421614967054,29.2490118577075
2022-06-15,131864,113,101427,80,30437,33,109621,85,564830,264,674451,349,0,1409,0,2766,1413,0,"Knox County",470313,185.195816403119,0.286638927415626,74.2059011764506,24.0265525299109,28.6638927415626
2022-06-14,131751,169,101347,105,30404,64,109536,114,564566,244,674102,358,2,1409,0,2766,1413,0,"Knox County",470313,183.282197175073,0.283873833851622,76.1195204044966,35.9335166155305,28.3873833851622
2022-06-13,131582,117,101242,71,30340,46,109422,71,564322,150,673744,221,1,1407,0,2766,1413,2,"Knox County",470313,182.644324099057,0.278327338129496,46.989983266463,24.877049964598,27.8327338129496
2022-06-12,131465,79,101171,44,30294,35,109351,48,564172,129,673523,177,1,1406,1,2766,1411,2,"Knox County",470313,180.305456153668,0.281571562207671,37.6345114849047,16.7973243350705,28.1571562207671
2022-06-11,131386,102,101127,81,30259,21,109303,93,564043,227,673346,320,0,1405,0,2765,1409,0,"Knox County",470313,180.943329229683,0.279283417547083,68.039794774969,21.6876845845214,27.9283417547083
2022-06-10,131284,123,101046,76,30238,47,109210,88,563816,368,673026,456,0,1405,1,2765,1409,0,"Knox County",470313,178.817085642965,0.265065502183406,96.9567075543308,26.1527961166287,26.5065502183406
2022-06-09,131161,161,100970,107,30191,54,109122,114,563448,330,672570,444,1,1405,0,2764,1409,0,"Knox County",470313,183.707445892416,0.263655913978495,94.4052152502695,34.2325217461563,26.3655913978495
2022-06-08,131000,150,100863,100,30137,50,109008,116,563118,324,672126,440,0,1404,0,2764,1409,0,"Knox County",470313,191.574547163272,0.266556291390728,93.5547178155824,31.8936538007667,26.6556291390728
2022-06-07,130850,121,100763,70,30087,51,108892,71,562794,169,671686,240,0,1404,0,2764,1409,0,"Knox County",470313,181.368577947027,0.261531766753699,51.0298460812268,25.7275473992852,26.1531766753699
2022-06-06,130729,116,100693,79,30036,37,108821,81,562625,280,671446,361,0,1404,0,2764,1409,0,"Knox County",470313,181.155953588355,0.250615258408532,76.7573934805119,24.6644256059263,25.0615258408532
2022-06-05,130613,75,100614,54,29999,21,108740,57,562345,233,671085,290,3,1404,1,2764,1409,0,"Knox County",470313,180.305456153668,0.243041944335555,61.6610640148157,15.9468269003834,24.3041944335555
2022-06-04,130538,86,100560,72,29978,14,108683,76,562112,300,670795,376,0,1401,0,2763,1409,1,"Knox County",470313,176.903466414919,0.231300345224396,79.9467588605886,18.2856948457729,23.1300345224396
2022-06-03,130452,132,100488,90,29964,42,108607,96,561812,346,670419,442,0,1401,1,2763,1408,3,"Knox County",470313,178.817085642965,0.235634400308523,93.9799665329259,28.0664153446747,23.5634400308523
2022-06-02,130320,114,100398,88,29922,26,108511,96,561466,284,669977,380,0,1401,0,2762,1405,0,"Knox County",470313,168.823740785392,0.234480031633057,80.7972562952757,24.2391768885827,23.4480031633057
2022-06-01,130206,169,100310,90,29896,79,108415,105,561182,303,669597,408,1,1401,1,2762,1405,0,"Knox County",470313,172.863603600156,0.233079695634762,86.7507383380855,35.9335166155305,23.3079695634762
2022-05-31,130037,129,100220,94,29817,35,108310,96,560879,214,669189,310,0,1400,2,2761,1405,0,"Knox County",470313,174.56459846953,0.236462797039346,65.9135511882512,27.4285422686594,23.6462797039346
2022-05-30,129908,57,100126,32,29782,25,108214,36,560665,118,668879,154,0,1400,3,2759,1405,0,"Knox County",470313,162.019761307895,0.238135593220339,32.7441512354538,12.1195884442914,23.8135593220339
2022-05-29,129851,56,100094,43,29757,13,108178,46,560547,200,668725,246,0,1400,0,2756,1405,1,"Knox County",470313,157.979898493131,0.237910189982729,52.3055922332574,11.9069640856196,23.7910189982729
2022-05-28,129795,69,100051,56,29744,13,108132,58,560347,229,668479,287,0,1400,0,2756,1404,0,"Knox County",470313,154.365284395711,0.23933542882802,61.0231909388003,14.6710807483527,23.933542882802
2022-05-27,129726,98,99995,66,29731,32,108074,67,560118,417,668192,484,2,1400,2,2756,1404,0,"Knox County",470313,147.13605620087,0.222124283825474,102.910189597141,20.8371871498343,22.2124283825474
2022-05-26,129628,102,99929,78,29699,24,108007,82,559701,367,667708,449,1,1398,3,2754,1404,1,"Knox County",470313,144.584563896809,0.209580838323353,95.4683370436284,21.6876845845214,20.9580838323353
2022-05-25,129526,108,99851,79,29675,29,107925,86,559334,264,667259,350,2,1397,0,2751,1403,1,"Knox County",470313,131.614478017831,0.206578947368421,74.4185255351224,22.963430736552,20.6578947368421
2022-05-24,129418,106,99772,68,29646,38,107839,73,559070,281,666909,354,0,1395,1,2751,1402,0,"Knox County",470313,126.72411776838,0.192771084337349,75.2690229698095,22.5381820192085,19.2771084337349
2022-05-23,129312,107,99704,71,29608,36,107766,70,558789,337,666555,407,1,1395,2,2750,1402,0,"Knox County",470313,137.355335701969,0.187039192859915,86.5381139794137,22.7508063778803,18.7039192859915
2022-05-22,129205,47,99633,38,29572,9,107696,40,558452,180,666148,220,1,1394,2,2748,1402,0,"Knox County",470313,135.441716473923,0.186593492747942,46.7773589077912,9.99334485757357,18.6593492747942
2022-05-21,129158,55,99595,45,29563,10,107656,49,558272,208,665928,257,0,1393,3,2746,1402,0,"Knox County",470313,132.464975452518,0.185243950813169,54.644460178647,11.6943397269478,18.5243950813169
2022-05-20,129103,87,99550,59,29553,28,107607,63,558064,225,665671,288,0,1393,1,2743,1402,0,"Knox County",470313,130.126107507128,0.199139784946237,61.2358152974721,18.4983192044447,19.9139784946237
2022-05-19,129016,95,99491,67,29525,28,107544,69,557839,254,665383,323,6,1393,1,2742,1402,0,"Knox County",470313,128.637736996426,0.204638472032742,68.6776678509843,20.1993140738189,20.4638472032742
2022-05-18,128921,82,99424,54,29497,28,107475,56,557585,239,665060,295,1,1387,1,2741,1402,0,"Knox County",470313,123.10950367096,0.19589552238806,62.7241858081746,17.4351974110858,19.589552238806
2022-05-17,128839,80,99370,51,29469,29,107419,54,557346,315,664765,369,2,1386,0,2740,1402,0,"Knox County",470313,117.581270345493,0.185734136174155,78.4583883498861,17.0099486937423,18.5734136174155
2022-05-16,128759,64,99319,39,29440,25,107365,39,557031,254,664396,293,0,1384,1,2740,1402,1,"Knox County",470313,108.438422922607,0.180929095354523,62.298937090831,13.6079589549938,18.0929095354523
2022-05-15,128695,39,99280,25,29415,14,107326,27,556777,174,664103,201,0,1384,1,2739,1401,0,"Knox County",470313,106.737428053233,0.176209279368213,42.7374960930274,8.29234998819935,17.6209279368213
2022-05-14,128656,29,99255,21,29401,8,107299,22,556603,145,663902,167,0,1384,1,2738,1401,0,"Knox County",470313,101.209194727766,0.170454545454545,35.508267898187,6.16610640148157,17.0454545454545
2022-05-13,128627,77,99234,55,29393,22,107277,58,556458,251,663735,309,-3,1384,0,2737,1401,1,"Knox County",470313,99.0829511410486,0.166070516096065,65.7009268295794,16.3720756177269,16.6070516096065
2022-05-12,128550,72,99179,45,29371,27,107219,49,556207,301,663426,350,1,1387,0,2737,1400,1,"Knox County",470313,94.1925908915977,0.153729838709677,74.4185255351224,15.308953824368,15.3729838709677
2022-05-11,128478,47,99134,33,29344,14,107170,35,555906,177,663076,212,0,1386,0,2737,1399,0,"Knox County",470313,86.7507383380855,0.149395055234087,45.076364038417,9.99334485757357,14.9395055234087
2022-05-10,128431,78,99101,40,29330,38,107135,43,555729,322,662864,365,1,1386,3,2737,1399,0,"Knox County",470313,86.3254896207419,0.143911439114391,77.607890915199,16.5846999763987,14.3911439114391
2022-05-09,128353,54,99061,31,29292,23,107092,32,555407,181,662499,213,0,1385,1,2734,1399,0,"Knox County",470313,84.1992460340242,0.146395156851954,45.2889883970888,11.481715368276,14.6395156851954
2022-05-08,128299,31,99030,23,29269,8,107060,24,555226,133,662286,157,0,1385,0,2733,1399,0,"Knox County",470313,82.4982511646499,0.148336153412296,33.3820243114692,6.59135511882512,14.8336153412296
2022-05-07,128268,17,99007,10,29261,7,107036,13,555093,174,662129,187,0,1385,0,2733,1399,0,"Knox County",470313,79.9467588605886,0.141662018962632,39.7607550716225,3.61461409742023,14.1662018962632
2022-05-06,128251,51,98997,30,29254,21,107023,34,554919,209,661942,243,0,1385,1,2733,1399,1,"Knox County",470313,74.4185255351224,0.13317892298784,51.6677191572421,10.8438422922607,13.317892298784
2022-05-05,128200,48,98967,31,29233,17,106989,34,554710,185,661699,219,1,1385,0,2732,1398,0,"Knox County",470313,69.3155409269997,0.134711779448622,46.5647345491194,10.2059692162454,13.4711779448622
2022-05-04,128152,54,98936,35,29216,19,106955,38,554525,249,661480,287,1,1384,0,2732,1398,0,"Knox County",470313,70.8039114377021,0.130460801915021,61.0231909388003,11.481715368276,13.0460801915021
2022-05-03,128098,34,98901,21,29197,13,106917,24,554276,145,661193,169,0,1383,0,2732,1398,1,"Knox County",470313,61.4484396561439,0.134915254237288,35.9335166155305,7.22922819484046,13.4915254237288
2022-05-02,128064,37,98880,28,29184,9,106893,32,554131,190,661024,222,3,1383,2,2732,1397,0,"Knox County",470313,57.8338255587237,0.134097035040431,47.2026076251348,7.86710127085579,13.4097035040431
2022-05-01,128027,14,98852,9,29175,5,106861,9,553941,82,660802,91,0,1380,0,2730,1397,0,"Knox County",470313,54.2192114613034,0.129760225669958,19.3488166391318,2.97674102140489,12.9760225669958
2022-04-30,128013,18,98843,14,29170,4,106852,15,553859,141,660711,156,0,1380,0,2730,1397,0,"Knox County",470313,54.4318358199752,0.134102379235761,33.1693999527974,3.82723845609201,13.4102379235761
2022-04-29,127995,24,98829,14,29166,10,106837,13,553718,200,660555,213,0,1380,0,2730,1397,1,"Knox County",470313,48.6909781358372,0.121591746499632,45.2889883970888,5.10298460812268,12.1591746499632
2022-04-28,127971,32,98815,25,29156,7,106824,26,553518,226,660342,252,1,1380,0,2730,1396,0,"Knox County",470313,45.2889883970887,0.11294964028777,53.5813383852881,6.8039794774969,11.294964028777
2022-04-27,127939,34,98790,24,29149,10,106798,26,553292,181,660090,207,0,1379,0,2730,1396,0,"Knox County",470313,41.0365012236532,0.110687022900763,44.0132422450581,7.22922819484046,11.0687022900763
2022-04-26,127905,41,98766,21,29139,20,106772,21,553111,240,659883,261,0,1379,0,2730,1396,0,"Knox County",470313,42.5248717343556,0.101283880171184,55.4949576133341,8.7175987055429,10.1283880171184
2022-04-25,127864,61,98745,16,29119,45,106751,17,552871,101,659622,118,0,1379,2,2730,1396,1,"Knox County",470313,47.6278563424783,0.0978428351309707,25.0896743232698,12.9700858789785,9.78428351309707
2022-04-24,127803,15,98729,11,29074,4,106734,12,552770,148,659504,160,1,1379,0,2728,1395,1,"Knox County",470313,47.8404807011501,0.0950987564008778,34.0198973874845,3.18936538007667,9.50987564008778
2022-04-23,127788,12,98718,5,29070,7,106722,7,552622,197,659344,204,0,1378,0,2728,1394,0,"Knox County",470313,46.5647345491194,0.0862190812720848,43.3753691690427,2.55149230406134,8.62190812720848
2022-04-22,127776,25,98713,18,29063,7,106715,20,552425,210,659140,230,0,1378,0,2728,1394,0,"Knox County",470313,46.7773589077912,0.0900837988826816,48.903602494509,5.31560896679445,9.00837988826816
2022-04-21,127751,32,98695,23,29056,9,106695,23,552215,231,658910,254,0,1378,0,2728,1394,0,"Knox County",470313,46.7773589077912,0.0878661087866109,54.0065871026317,6.8039794774969,8.78661087866109
2022-04-20,127719,55,98672,32,29047,23,106672,34,551984,247,658656,281,1,1378,0,2728,1394,1,"Knox County",470313,51.2424704398985,0.0888594164456233,59.7474447867697,11.6943397269478,8.88594164456233
2022-04-19,127664,30,98640,16,29024,14,106638,17,551737,151,658375,168,0,1377,0,2728,1393,0,"Knox County",470313,48.903602494509,0.0918727915194346,35.7208922568587,6.37873076015334,9.18727915194346
2022-04-18,127634,38,98624,21,29010,17,106621,21,551586,117,658207,138,0,1377,1,2728,1393,0,"Knox County",470313,44.0132422450581,0.0933797909407666,29.3421614967054,8.07972562952757,9.33797909407665
2022-04-17,127596,16,98603,9,28993,7,106600,9,551469,101,658069,110,0,1377,0,2727,1393,1,"Knox County",470313,44.2258666037299,0.0945848375451264,23.3886794538956,3.40198973874845,9.45848375451263
2022-04-16,127580,10,98594,10,28986,0,106591,12,551368,126,657959,138,0,1377,0,2727,1392,0,"Knox County",470313,43.8006178863863,0.103108415466262,29.3421614967054,2.12624358671778,10.3108415466262
2022-04-15,127570,18,98584,13,28986,5,106579,13,551242,198,657821,211,0,1377,0,2727,1392,0,"Knox County",470313,42.3122473756839,0.0992307692307692,44.8637396797452,3.82723845609201,9.92307692307692
2022-04-14,127552,18,98571,5,28981,13,106566,6,551044,158,657610,164,1,1377,0,2727,1392,1,"Knox County",470313,39.335506354279,0.0925619834710744,34.8703948221716,3.82723845609201,9.25619834710744
2022-04-13,127534,40,98566,26,28968,14,106560,28,550886,209,657446,237,-1,1376,0,2727,1391,1,"Knox County",470313,36.1461409742023,0.0909090909090909,50.3919730052114,8.50497434687113,9.09090909090909
2022-04-12,127494,23,98540,6,28954,17,106532,8,550677,192,657209,200,5,1377,0,2727,1390,0,"Knox County",470313,34.6577704634998,0.0809682804674457,42.5248717343556,4.8903602494509,8.09682804674457
2022-04-11,127471,22,98534,13,28937,9,106524,13,550485,173,657009,186,1,1372,2,2727,1390,1,"Knox County",470313,31.2557807247514,0.0714285714285714,39.5481307129507,4.67773589077912,7.14285714285714
2022-04-10,127449,9,98521,7,28928,2,106511,7,550312,110,656823,117,0,1371,1,2725,1389,0,"Knox County",470313,29.7674102140489,0.0694333599361532,24.877049964598,1.913619228046,6.94333599361532
2022-04-09,127440,7,98514,5,28926,2,106504,5,550202,148,656706,153,0,1371,0,2724,1389,0,"Knox County",470313,29.1295371380336,0.0630914826498423,32.5315268767821,1.48837051070245,6.30914826498423
2022-04-08,127433,18,98509,15,28924,3,106499,16,550054,176,656553,192,1,1371,0,2724,1389,0,"Knox County",470313,29.1295371380336,0.066453162530024,40.8238768649814,3.82723845609201,6.6453162530024
2022-04-07,127415,16,98494,7,28921,9,106483,10,549878,181,656361,191,5,1370,0,2724,1389,0,"Knox County",470313,28.7042884206901,0.0681818181818182,40.6112525063096,3.40198973874845,6.81818181818182
2022-04-06,127399,21,98487,14,28912,7,106473,16,549697,204,656170,220,-1,1365,0,2724,1389,2,"Knox County",470313,24.6644256059263,0.0595710881652105,46.7773589077912,4.46511153210734,5.95710881652105
2022-04-05,127378,15,98473,12,28905,3,106457,13,549493,198,655950,211,4,1366,0,2724,1387,2,"Knox County",470313,22.963430736552,0.062992125984252,44.8637396797452,3.18936538007667,6.2992125984252
2022-04-04,127363,16,98461,5,28902,11,106444,7,549295,158,655739,165,8,1362,2,2724,1385,0,"Knox County",470313,21.6876845845214,0.0592473979183347,35.0830191808434,3.40198973874845,5.92473979183347
2022-04-03,127347,5,98456,4,28891,1,106437,3,549137,75,655574,78,1,1354,0,2722,1385,1,"Knox County",470313,20.8371871498343,0.0578512396694215,16.5846999763987,1.06312179335889,5.78512396694215
2022-04-02,127342,3,98452,3,28890,0,106434,3,549062,116,655496,119,0,1353,0,2722,1384,1,"Knox County",470313,19.9866897151471,0.0578231292517007,25.3022986819416,0.637873076015334,5.78231292517007
2022-04-01,127339,19,98449,8,28890,11,106431,8,548946,231,655377,239,4,1353,0,2722,1383,0,"Knox County",470313,20.1993140738189,0.0490596892886345,50.817221722555,4.03986281476378,4.90596892886345
2022-03-31,127320,17,98441,7,28879,10,106423,8,548715,238,655138,246,3,1349,0,2722,1383,0,"Knox County",470313,20.4119384324907,0.0453834115805947,52.3055922332574,3.61461409742023,4.53834115805947
2022-03-30,127303,22,98434,10,28869,12,106415,9,548477,256,654892,265,0,1346,1,2722,1383,0,"Knox County",470313,20.6245627911625,0.0385487528344671,56.3454550480212,4.67773589077912,3.85487528344671
2022-03-29,127281,20,98424,8,28857,12,106406,9,548221,192,654627,201,2,1346,0,2721,1383,3,"Knox County",470313,21.6876845845214,0.0357958872810358,42.7374960930274,4.25248717343556,3.57958872810358
2022-03-28,127261,19,98416,12,28845,7,106397,16,548029,332,654426,348,3,1344,0,2721,1380,0,"Knox County",470313,22.3255576605367,0.0374331550802139,73.9932768177788,4.03986281476378,3.74331550802139
2022-03-27,127242,4,98404,3,28838,1,106381,3,547697,73,654078,76,0,1341,0,2721,1380,1,"Knox County",470313,22.1129333018649,0.0374832663989291,16.1594512590551,0.850497434687113,3.7483266398929
2022-03-26,127238,9,98401,6,28837,3,106378,6,547624,166,654002,172,0,1341,1,2721,1379,1,"Knox County",470313,23.3886794538956,0.0381383322559793,36.5713896915458,1.913619228046,3.81383322559793
2022-03-25,127229,15,98395,7,28834,8,106372,8,547458,244,653830,252,0,1341,1,2720,1378,1,"Knox County",470313,22.5381820192085,0.0378205128205128,53.5813383852881,3.18936538007667,3.78205128205128
2022-03-24,127214,57,98388,9,28826,48,106364,10,547214,187,653578,197,1,1341,0,2719,1377,2,"Knox County",470313,31.0431563660796,0.0403706154864328,41.8869986583403,12.1195884442914,4.03706154864328
2022-03-23,127157,11,98379,6,28778,5,106354,6,547027,201,653381,207,0,1340,0,2719,1375,1,"Knox County",470313,28.7042884206901,0.0399174122505162,44.0132422450581,2.33886794538956,3.99174122505162
2022-03-22,127146,16,98373,11,28773,5,106348,11,546826,150,653174,161,0,1340,1,2719,1374,4,"Knox County",470313,27.8537909860029,0.0424628450106157,34.2325217461563,3.40198973874845,4.24628450106157
2022-03-21,127130,13,98362,6,28768,7,106337,6,546676,125,653013,131,7,1340,1,2718,1370,0,"Knox County",470313,26.5780448339723,0.0418060200668896,27.8537909860029,2.76411666273312,4.18060200668896
2022-03-20,127117,12,98356,9,28761,3,106331,11,546551,98,652882,109,1,1333,0,2717,1370,0,"Knox County",470313,28.2790397033465,0.0471928397070789,23.1760550952238,2.55149230406134,4.71928397070789
2022-03-19,127105,11,98347,10,28758,1,106320,11,546453,175,652773,186,0,1332,0,2717,1370,0,"Knox County",470313,28.7042884206901,0.0506838294448914,39.5481307129507,2.33886794538956,5.06838294448914
2022-03-18,127094,24,98337,15,28757,9,106309,14,546278,219,652587,233,0,1332,1,2717,1370,2,"Knox County",470313,30.6179076487361,0.0563725490196078,49.5414755705243,5.10298460812268,5.63725490196078
2022-03-17,127070,36,98322,25,28748,11,106295,31,546059,209,652354,240,1,1332,0,2716,1368,2,"Knox County",470313,26.1527961166287,0.0710339384372533,51.0298460812268,7.65447691218401,7.10339384372533
2022-03-16,127034,22,98297,9,28737,13,106264,12,545850,236,652114,248,3,1331,2,2716,1366,2,"Knox County",470313,28.4916640620183,0.073394495412844,52.730840950601,4.67773589077912,7.3394495412844
2022-03-15,127012,55,98288,18,28724,37,106252,19,545614,257,651866,276,1,1328,1,2714,1364,2,"Knox County",470313,36.7840140502176,0.073085031623331,58.6843229934108,11.6943397269478,7.3085031623331
2022-03-14,126957,21,98270,16,28687,5,106233,22,545357,228,651590,250,10,1327,0,2713,1362,3,"Knox County",470313,38.4850089195918,0.0778210116731518,53.1560896679445,4.46511153210734,7.78210116731517
2022-03-13,126936,6,98254,6,28682,0,106211,10,545129,484,651340,494,2,1317,0,2713,1359,1,"Knox County",470313,37.2092627675612,0.0617540217955371,105.036433183858,1.27574615203067,6.17540217955371
2022-03-12,126930,9,98248,8,28682,1,106201,9,544645,293,650846,302,0,1315,3,2713,1358,2,"Knox County",470313,36.7840140502176,0.0572687224669604,64.212556318877,1.913619228046,5.72687224669604
2022-03-11,126921,20,98240,13,28681,7,106192,15,544352,467,650544,482,9,1315,0,2710,1356,4,"Knox County",470313,35.9335166155305,0.0514834205933682,102.484940879797,4.25248717343556,5.14834205933682
2022-03-10,126901,28,98227,20,28674,8,106177,23,543885,459,650062,482,4,1306,1,2710,1352,2,"Knox County",470313,34.2325217461563,0.0434096290449882,102.484940879797,5.95348204280979,4.34096290449882
2022-03-09,126873,64,98207,19,28666,45,106154,23,543426,419,649580,442,1,1302,2,2709,1350,2,"Knox County",470313,43.162744810371,0.0443548387096774,93.9799665329259,13.6079589549938,4.43548387096774
2022-03-08,126809,36,98188,18,28621,18,106131,19,543007,311,649138,330,1,1301,1,2707,1348,3,"Knox County",470313,39.1228819956072,0.0434938892882818,70.1660383616868,7.65447691218401,4.34938892882818
2022-03-07,126773,27,98170,22,28603,5,106112,25,542696,267,648808,292,4,1300,2,2706,1345,0,"Knox County",470313,40.3986281476379,0.0439093484419263,62.0863127321592,5.74085768413801,4.39093484419263
2022-03-06,126746,14,98148,11,28598,3,106087,13,542429,212,648516,225,2,1296,2,2704,1345,0,"Knox County",470313,42.0996230170121,0.049706457925636,47.8404807011501,2.97674102140489,4.9706457925636
2022-03-05,126732,18,98137,10,28595,8,106074,11,542217,266,648291,277,0,1294,1,2702,1345,2,"Knox County",470313,44.0132422450581,0.0509881422924901,58.8969473520825,3.82723845609201,5.09881422924901
2022-03-04,126714,52,98127,28,28587,24,106063,29,541951,380,648014,409,1,1294,1,2701,1343,2,"Knox County",470313,50.817221722555,0.0582010582010582,86.9633626967573,11.0564666509325,5.82010582010582
2022-03-03,126662,45,98099,29,28563,16,106034,34,541571,326,647605,360,8,1293,4,2700,1341,2,"Knox County",470313,54.4318358199752,0.0659528907922912,76.5447691218401,9.56809614023002,6.59528907922912
2022-03-02,126617,37,98070,29,28547,8,106000,36,541245,338,647245,374,-2,1285,1,2696,1339,6,"Knox County",470313,48.6909781358372,0.0736656374062638,79.521510143245,7.86710127085579,7.36656374062638
2022-03-01,126580,92,98041,48,28539,44,105964,60,540907,391,646871,451,3,1287,3,2695,1333,1,"Knox County",470313,60.5979422214568,0.0871021775544389,95.893585760972,19.5614409978036,8.71021775544389
2022-02-28,126488,134,97993,90,28495,44,105904,97,540516,549,646420,646,10,1284,4,2692,1332,5,"Knox County",470313,83.348748599337,0.102115244347192,137.355335701969,28.4916640620183,10.2115244347192
2022-02-27,126354,3,97903,3,28451,0,105807,5,539967,75,645774,80,1,1274,1,2688,1327,5,"Knox County",470313,81.0098806539475,0.104736234116288,17.0099486937423,0.637873076015334,10.4736234116288
2022-02-26,126351,46,97900,32,28451,14,105802,35,539892,275,645694,310,0,1273,2,2687,1322,0,"Knox County",470313,86.9633626967573,0.11254752851711,65.9135511882512,9.7807204989018,11.254752851711
2022-02-25,126305,106,97868,66,28437,40,105767,74,539617,406,645384,480,2,1273,5,2685,1322,6,"Knox County",470313,98.4450780650333,0.126249537208441,102.059692162454,22.5381820192085,12.6249537208441
2022-02-24,126199,142,97802,84,28397,58,105693,94,539211,463,644904,557,1,1271,4,2680,1316,3,"Knox County",470313,119.069640856196,0.138371290545204,118.43176778018,30.1926589313925,13.8371290545204
2022-02-23,126057,142,97718,96,28339,46,105599,115,538748,413,644347,528,6,1270,1,2676,1313,4,"Knox County",470313,141.395198516732,0.157273918741809,112.265661378699,30.1926589313925,15.7273918741809
2022-02-22,125915,142,97622,87,28293,55,105484,100,538335,356,643819,456,11,1264,7,2675,1309,3,"Knox County",470313,152.026416450321,0.170101406607785,96.9567075543308,30.1926589313925,17.0101406607785
2022-02-21,125773,73,97535,47,28238,26,105384,50,537979,290,643363,340,0,1253,1,2668,1306,5,"Knox County",470313,139.056330571343,0.171937477280989,72.2922819484046,15.5215781830398,17.1937477280989
2022-02-20,125700,72,97488,48,28212,24,105334,57,537689,289,643023,346,0,1253,1,2667,1301,2,"Knox County",470313,153.727411319696,0.174013921113689,73.5680281004352,15.308953824368,17.4013921113689
2022-02-19,125628,90,97440,54,28188,36,105277,68,537400,322,642677,390,0,1253,1,2666,1299,4,"Knox County",470313,163.082883101254,0.180174362286083,82.9234998819935,19.13619228046,18.0174362286083
2022-02-18,125538,142,97386,92,28152,50,105209,113,537078,498,642287,611,0,1253,3,2665,1295,4,"Knox County",470313,170.737360013438,0.184944237918216,129.913483148456,30.1926589313925,18.4944237918216
2022-02-17,125396,288,97294,226,28102,62,105096,270,536580,1208,641676,1478,1,1253,2,2662,1291,2,"Knox County",470313,201.780516379517,0.186309954205833,314.258802116888,61.2358152974721,18.6309954205833
2022-02-16,125108,225,97068,145,28040,80,104826,160,535372,546,640198,706,3,1252,3,2660,1289,3,"Knox County",470313,219.428338149275,0.189045528079501,150.112797222275,47.8404807011501,18.9045528079501
2022-02-15,124883,274,96923,215,27960,59,104666,241,534826,592,639492,833,5,1249,6,2657,1286,4,"Knox County",470313,247.49475349395,0.203869047619048,177.116090773591,58.2590742760672,20.3869047619048
2022-02-14,124609,341,96708,205,27901,136,104425,246,534234,602,638659,848,19,1244,8,2651,1282,1,"Knox County",470313,304.478081617986,0.221603990790484,180.305456153668,72.5049063070764,22.1603990790484
2022-02-13,124268,120,96503,100,27765,20,104179,116,533632,283,637811,399,1,1225,1,2643,1281,3,"Knox County",470313,314.684050834232,0.230579297245964,84.8371191100395,25.5149230406134,23.0579297245964
2022-02-12,124148,153,96403,109,27745,44,104063,127,533349,414,637412,541,0,1224,3,2642,1278,6,"Knox County",470313,328.079385430554,0.235044313146233,115.029778041432,32.5315268767821,23.5044313146233
2022-02-11,123995,341,96294,251,27701,90,103936,280,532935,631,636871,911,3,1224,10,2639,1272,5,"Knox County",470313,370.391632806238,0.251924422673198,193.70079074999,72.5049063070764,25.1924422673198
2022-02-10,123654,425,96043,275,27611,150,103656,304,532304,555,635960,859,7,1221,12,2629,1267,3,"Knox County",470313,399.521169944271,0.28918971944281,182.644324099057,90.3653524355057,28.918971944281
2022-02-09,123229,437,95768,306,27461,131,103352,369,531749,606,635101,975,8,1214,4,2617,1264,6,"Knox County",470313,444.597533982688,0.313641446142378,207.308749704984,92.9168447395671,31.3641446142378
