"School","Student_Enrolled","Student_Present","Student_Present_Percent","Student_Active_Cases","Staff_Employed","Staff_Present","Staff_Present_Percent","Staff_Active_Cases","Date","Level","Student_Maximum_Active_Cases","Staff_Maximum_Active_Cases"
"Northshore Elementary School","1083","1047",96.68,"0","102","94",92.16,"0",2021-10-19 22:17:00,"Elementary",0,0
"Northwest Middle School","775","716",92.39,"<89>5\"" style=\""background-color: rgb(224, 224, 224); color: rgb(0, 0, 0); border-bottom-color: rgb(209, 209, 209); text-align: center; min-width: 124.213px; width: 124.213px;\""><89>5","113","104",92.04,"<89>5\"" style=\""background-color: rgb(224, 224, 224); color: rgb(0, 0, 0); border-bottom-color: rgb(209, 209, 209); text-align: center; min-width: 107.385px; width: 107.385px;\""><89>5",2021-10-19 22:17:00,"Middle",NA,NA
"Norwood Elementary School","469","449",95.74,"0","70","65",92.86,"0",2021-10-19 22:17:00,"Elementary",0,0
"Paul L. Kelley Volunteer Academy","79","57",72.15,"0","12","12",100,"0",2021-10-19 22:17:00,"High",0,0
"Pleasant Ridge Elementary School","284","270",95.07,"<89>5\"" style=\""background-color: transparent; color: rgb(0, 0, 0); border-bottom-color: rgb(209, 209, 209); text-align: center; min-width: 124.213px; width: 124.213px;\""><89>5","34","31",91.18,"0",2021-10-19 22:17:00,"Elementary",NA,0
"Pond Gap Elementary School","362","333",91.99,"<89>5\"" style=\""background-color: rgb(224, 224, 224); color: rgb(0, 0, 0); border-bottom-color: rgb(209, 209, 209); text-align: center; min-width: 124.213px; width: 124.213px;\""><89>5","55","54",98.18,"0",2021-10-19 22:17:00,"Elementary",NA,0
"Powell Elementary School","778","730",93.83,"<89>5\"" style=\""background-color: transparent; color: rgb(0, 0, 0); border-bottom-color: rgb(209, 209, 209); text-align: center; min-width: 124.213px; width: 124.213px;\""><89>5","77","75",97.4,"0",2021-10-19 22:17:00,"Elementary",NA,0
"Powell High School","1337","1207",90.28,"<89>5\"" style=\""background-color: rgb(224, 224, 224); color: rgb(0, 0, 0); border-bottom-color: rgb(209, 209, 209); text-align: center; min-width: 124.213px; width: 124.213px;\""><89>5","122","117",95.9,"<89>5\"" style=\""background-color: rgb(224, 224, 224); color: rgb(0, 0, 0); border-bottom-color: rgb(209, 209, 209); text-align: center; min-width: 107.385px; width: 107.385px;\""><89>5",2021-10-19 22:17:00,"High",NA,NA
"Powell Middle School School","869","814",93.67,"<89>5\"" style=\""background-color: transparent; color: rgb(0, 0, 0); border-bottom-color: rgb(209, 209, 209); text-align: center; min-width: 124.213px; width: 124.213px;\""><89>5","84","78",92.86,"0",2021-10-19 22:17:00,"Middle",NA,0
"Richard Yoakley Alternative","136","94",69.12,"0","35","32",91.43,"0",2021-10-19 22:17:00,"Other",0,0
"Ridgedale Alternative","69","59",85.51,"0","77","68",88.31,"0",2021-10-19 22:17:00,"Middle",0,0
"Ritta Elementary School","541","507",93.72,"0","62","60",96.77,"0",2021-10-19 22:17:00,"Elementary",0,0
"Rocky Hill Elementary School","706","683",96.74,"<89>5\"" style=\""background-color: transparent; color: rgb(0, 0, 0); border-bottom-color: rgb(209, 209, 209); text-align: center; min-width: 124.213px; width: 124.213px;\""><89>5","79","73",92.41,"0",2021-10-19 22:17:00,"Elementary",NA,0
"Sam E. Hill Primary School","156","145",92.95,"0","40","37",92.5,"0",2021-10-19 22:17:00,"Other",0,0
"Sarah Moore Greene Magnet Academy","499","462",92.59,"<89>5\"" style=\""background-color: transparent; color: rgb(0, 0, 0); border-bottom-color: rgb(209, 209, 209); text-align: center; min-width: 124.213px; width: 124.213px;\""><89>5","93","87",93.55,"0",2021-10-19 22:17:00,"Elementary",NA,0
"Sequoyah Elementary School","473","443",93.66,"<89>5\"" style=\""background-color: rgb(224, 224, 224); color: rgb(0, 0, 0); border-bottom-color: rgb(209, 209, 209); text-align: center; min-width: 124.213px; width: 124.213px;\""><89>5","46","39",84.78,"<89>5\"" style=\""background-color: rgb(224, 224, 224); color: rgb(0, 0, 0); border-bottom-color: rgb(209, 209, 209); text-align: center; min-width: 107.385px; width: 107.385px;\""><89>5",2021-10-19 22:17:00,"Elementary",NA,NA
"Shannondale Elementary School","389","375",96.4,"<89>5\"" style=\""background-color: transparent; color: rgb(0, 0, 0); border-bottom-color: rgb(209, 209, 209); text-align: center; min-width: 124.213px; width: 124.213px;\""><89>5","40","39",97.5,"0",2021-10-19 22:17:00,"Elementary",NA,0
"South Knoxville Elementary School","186","173",93.01,"0","105","98",93.33,"0",2021-10-19 22:17:00,"Elementary",0,0
"South-Doyle High School","1042","927",88.96,"0","102","95",93.14,"0",2021-10-19 22:17:00,"High",0,0
"South-Doyle Middle School","808","726",89.85,"0","26","24",92.31,"0",2021-10-19 22:17:00,"Middle",0,0
"Spring Hill Elementary School","473","428",90.49,"0","69","64",92.75,"0",2021-10-19 22:17:00,"Elementary",0,0
"Sterchi Elementary School","343","316",92.13,"<89>5\"" style=\""background-color: rgb(224, 224, 224); color: rgb(0, 0, 0); border-bottom-color: rgb(209, 209, 209); text-align: center; min-width: 124.213px; width: 124.213px;\""><89>5","45","42",93.33,"<89>5\"" style=\""background-color: rgb(224, 224, 224); color: rgb(0, 0, 0); border-bottom-color: rgb(209, 209, 209); text-align: center; min-width: 107.385px; width: 107.385px;\""><89>5",2021-10-19 22:17:00,"Elementary",NA,NA
"Sunnyview Primary","223","209",93.72,"0","33","30",90.91,"0",2021-10-19 22:17:00,"Other",0,0
"Vine Middle Magnet","446","403",90.36,"0","58","56",96.55,"0",2021-10-19 22:17:00,"Middle",0,0
"West Haven Elementary School","319","303",94.98,"0","42","39",92.86,"0",2021-10-19 22:17:00,"Elementary",0,0
"West High School","1525","1424",93.38,"0","117","114",97.44,"0",2021-10-19 22:17:00,"High",0,0
"West Hills Elementary School","698","654",93.7,"0","94","90",95.74,"0",2021-10-19 22:17:00,"Elementary",0,0
"West Valley Middle School","1128","1047",92.82,"<89>5\"" style=\""background-color: rgb(224, 224, 224); color: rgb(0, 0, 0); border-bottom-color: rgb(209, 209, 209); text-align: center; min-width: 124.213px; width: 124.213px;\""><89>5","88","81",92.05,"0",2021-10-19 22:17:00,"Middle",NA,0
"West View Elementary School","197","188",95.43,"0","34","34",100,"0",2021-10-19 22:17:00,"Elementary",0,0
"Whittle Springs Middle School","461","405",87.85,"0","57","54",94.74,"0",2021-10-19 22:17:00,"Middle",0,0
"A.L. Lotts Elementary School","955","907",94.97,"0","88","83",94.32,"0",2021-10-20 22:17:00,"Elementary",0,0
"Adrian Burnett Elementary School","493","457",92.7,"<89>5\"" style=\""background-color: rgb(224, 224, 224); color: rgb(0, 0, 0); border-bottom-color: rgb(209, 209, 209); text-align: center; min-width: 124.213px; width: 124.213px;\""><89>5","61","59",96.72,"0",2021-10-20 22:17:00,"Elementary",NA,0
"Amherst Elementary School","658","637",96.81,"<89>5\"" style=\""background-color: transparent; color: rgb(0, 0, 0); border-bottom-color: rgb(209, 209, 209); text-align: center; min-width: 124.213px; width: 124.213px;\""><89>5","81","78",96.3,"0",2021-10-20 22:17:00,"Elementary",NA,0
"Austin East Magnet High School","668","597",89.37,"0","102","86",84.31,"<89>5\"" style=\""background-color: rgb(224, 224, 224); color: rgb(0, 0, 0); border-bottom-color: rgb(209, 209, 209); text-align: center; min-width: 107.385px; width: 107.385px;\""><89>5",2021-10-20 22:17:00,"High",0,NA
"Ball Camp Elementary School","585","546",93.33,"0","60","57",95,"0",2021-10-20 22:17:00,"Elementary",0,0
"Bearden Elementary School","338","327",96.75,"<89>5\"" style=\""background-color: rgb(224, 224, 224); color: rgb(0, 0, 0); border-bottom-color: rgb(209, 209, 209); text-align: center; min-width: 124.213px; width: 124.213px;\""><89>5","33","30",90.91,"0",2021-10-20 22:17:00,"Elementary",NA,0
"Bearden High School","2042","1890",92.56,"<89>5\"" style=\""background-color: transparent; color: rgb(0, 0, 0); border-bottom-color: rgb(209, 209, 209); text-align: center; min-width: 124.213px; width: 124.213px;\""><89>5","157","144",91.72,"<89>5\"" style=\""background-color: transparent; color: rgb(0, 0, 0); border-bottom-color: rgb(209, 209, 209); text-align: center; min-width: 107.385px; width: 107.385px;\""><89>5",2021-10-20 22:17:00,"High",NA,NA
"Bearden Middle School","1194","1121",93.89,"<89>5\"" style=\""background-color: rgb(224, 224, 224); color: rgb(0, 0, 0); border-bottom-color: rgb(209, 209, 209); text-align: center; min-width: 124.213px; width: 124.213px;\""><89>5","115","109",94.78,"<89>5\"" style=\""background-color: rgb(224, 224, 224); color: rgb(0, 0, 0); border-bottom-color: rgb(209, 209, 209); text-align: center; min-width: 107.385px; width: 107.385px;\""><89>5",2021-10-20 22:17:00,"Middle",NA,NA
"Beaumont Magnet Academy","561","519",92.51,"0","78","69",88.46,"<89>5\"" style=\""background-color: transparent; color: rgb(0, 0, 0); border-bottom-color: rgb(209, 209, 209); text-align: center; min-width: 107.385px; width: 107.385px;\""><89>5",2021-10-20 22:17:00,"Elementary",0,NA
"Belle Morris Elementary School","419","382",91.17,"0","62","58",93.55,"0",2021-10-20 22:17:00,"Elementary",0,0
"Blue Grass Elementary School","535","513",95.89,"0","52","49",94.23,"0",2021-10-20 22:17:00,"Elementary",0,0
"Bonny Kate Elementary School","344","322",93.6,"0","48","45",93.75,"0",2021-10-20 22:17:00,"Elementary",0,0
"Brickey-McCloud Elementary School","824","783",95.02,"<89>5\"" style=\""background-color: transparent; color: rgb(0, 0, 0); border-bottom-color: rgb(209, 209, 209); text-align: center; min-width: 124.213px; width: 124.213px;\""><89>5","109","105",96.33,"0",2021-10-20 22:17:00,"Elementary",NA,0
"Career Magnet Academy At Pellissippi State","253","243",96.05,"0","23","19",82.61,"0",2021-10-20 22:17:00,"High",0,0
"Carter Elementary School","514","481",93.58,"<89>5\"" style=\""background-color: transparent; color: rgb(0, 0, 0); border-bottom-color: rgb(209, 209, 209); text-align: center; min-width: 124.213px; width: 124.213px;\""><89>5","57","52",91.23,"0",2021-10-20 22:17:00,"Elementary",NA,0
"Carter High School","780","693",88.85,"0","79","71",89.87,"0",2021-10-20 22:17:00,"High",0,0
"Carter Middle School","585","548",93.68,"0","57","52",91.23,"0",2021-10-20 22:17:00,"Middle",0,0
"Cedar Bluff Elementary School","1060","1001",94.43,"0","133","117",87.97,"0",2021-10-20 22:17:00,"Elementary",0,0
"Cedar Bluff Middle School","562","537",95.55,"0","55","52",94.55,"0",2021-10-20 22:17:00,"Middle",0,0
"Central High School","1318","1110",84.22,"<89>5\"" style=\""background-color: rgb(224, 224, 224); color: rgb(0, 0, 0); border-bottom-color: rgb(209, 209, 209); text-align: center; min-width: 124.213px; width: 124.213px;\""><89>5","129","119",92.25,"0",2021-10-20 22:17:00,"High",NA,0
"Chilhowee Intermediate School","196","188",95.92,"0","26","25",96.15,"<89>5\"" style=\""background-color: transparent; color: rgb(0, 0, 0); border-bottom-color: rgb(209, 209, 209); text-align: center; min-width: 107.385px; width: 107.385px;\""><89>5",2021-10-20 22:17:00,"Elementary",0,NA
"Christenberry Elementary School","428","409",95.56,"<89>5\"" style=\""background-color: rgb(224, 224, 224); color: rgb(0, 0, 0); border-bottom-color: rgb(209, 209, 209); text-align: center; min-width: 124.213px; width: 124.213px;\""><89>5","71","69",97.18,"0",2021-10-20 22:17:00,"Elementary",NA,0
"Copper Ridge Elementary School","433","405",93.53,"<89>5\"" style=\""background-color: transparent; color: rgb(0, 0, 0); border-bottom-color: rgb(209, 209, 209); text-align: center; min-width: 124.213px; width: 124.213px;\""><89>5","61","58",95.08,"0",2021-10-20 22:17:00,"Elementary",NA,0
"Corryton Elementary School","205","199",97.07,"0","22","22",100,"0",2021-10-20 22:17:00,"Elementary",0,0
"Dogwood Elementary School","479","446",93.11,"<89>5\"" style=\""background-color: transparent; color: rgb(0, 0, 0); border-bottom-color: rgb(209, 209, 209); text-align: center; min-width: 124.213px; width: 124.213px;\""><89>5","104","102",98.08,"0",2021-10-20 22:17:00,"Elementary",NA,0
"East Knox County Elementary School","457","432",94.53,"0","55","47",85.45,"0",2021-10-20 22:17:00,"Elementary",0,0
"Farragut High School","2060","1946",94.47,"0","147","138",93.88,"0",2021-10-20 22:17:00,"High",0,0
"Farragut Intermediate School","1107","1062",95.93,"0","85","69",81.18,"<89>5\"" style=\""background-color: rgb(224, 224, 224); color: rgb(0, 0, 0); border-bottom-color: rgb(209, 209, 209); text-align: center; min-width: 107.385px; width: 107.385px;\""><89>5",2021-10-20 22:17:00,"Elementary",0,NA
"Farragut Middle School","1407","1353",96.16,"0","104","99",95.19,"0",2021-10-20 22:17:00,"Middle",0,0
"Farragut Primary School","951","907",95.37,"0","92","85",92.39,"0",2021-10-20 22:17:00,"Elementary",0,0
"Fountain City Elementary School","382","360",94.24,"0","39","34",87.18,"<89>5\"" style=\""background-color: transparent; color: rgb(0, 0, 0); border-bottom-color: rgb(209, 209, 209); text-align: center; min-width: 107.385px; width: 107.385px;\""><89>5",2021-10-20 22:17:00,"Elementary",0,NA
"Fulton High School","922","787",85.36,"0","126","103",81.75,"0",2021-10-20 22:17:00,"High",0,0
"Gap Creek Elementary School","73","70",95.89,"0","17","17",100,"0",2021-10-20 22:17:00,"Elementary",0,0
"Gibbs Elementary School","856","805",94.04,"0","85","83",97.65,"0",2021-10-20 22:17:00,"Elementary",0,0
"Gibbs High School","1097","1022",93.16,"<89>5\"" style=\""background-color: transparent; color: rgb(0, 0, 0); border-bottom-color: rgb(209, 209, 209); text-align: center; min-width: 124.213px; width: 124.213px;\""><89>5","88","79",89.77,"0",2021-10-20 22:17:00,"High",NA,0
"Gibbs Middle School","578","544",94.12,"<89>5\"" style=\""background-color: rgb(224, 224, 224); color: rgb(0, 0, 0); border-bottom-color: rgb(209, 209, 209); text-align: center; min-width: 124.213px; width: 124.213px;\""><89>5","49","46",93.88,"0",2021-10-20 22:17:00,"Middle",NA,0
"Green Magnet Academy School","329","303",92.1,"0","60","57",95,"0",2021-10-20 22:17:00,"Elementary",0,0
"Gresham Middle School","784","738",94.13,"0","81","79",97.53,"0",2021-10-20 22:17:00,"Middle",0,0
"Halls Elementary School","670","642",95.82,"0","78","75",96.15,"0",2021-10-20 22:17:00,"Elementary",0,0
"Halls High School","1264","1141",90.27,"0","102","96",94.12,"0",2021-10-20 22:17:00,"High",0,0
"Halls Middle School","1047","1003",95.8,"<89>5\"" style=\""background-color: transparent; color: rgb(0, 0, 0); border-bottom-color: rgb(209, 209, 209); text-align: center; min-width: 124.213px; width: 124.213px;\""><89>5","86","79",91.86,"0",2021-10-20 22:17:00,"Middle",NA,0
"Hardin Valley Academy","2084","1933",92.75,"0","147","134",91.16,"0",2021-10-20 22:17:00,"High",0,0
"Hardin Valley Elememntary School","1289","1232",95.58,"0","100","87",87,"0",2021-10-20 22:17:00,"Elementary",0,0
"Hardin Valley Middle School","963","918",95.33,"0","79","75",94.94,"0",2021-10-20 22:17:00,"Middle",0,0
"Holston Middle School","497","460",92.56,"<89>5\"" style=\""background-color: transparent; color: rgb(0, 0, 0); border-bottom-color: rgb(209, 209, 209); text-align: center; min-width: 124.213px; width: 124.213px;\""><89>5","80","77",96.25,"0",2021-10-20 22:17:00,"Middle",NA,0
"Inskip Elementary School","479","447",93.32,"0","82","75",91.46,"0",2021-10-20 22:17:00,"Elementary",0,0
"Karns Elementary School","1172","1099",93.77,"<89>5\"" style=\""background-color: transparent; color: rgb(0, 0, 0); border-bottom-color: rgb(209, 209, 209); text-align: center; min-width: 124.213px; width: 124.213px;\""><89>5","140","132",94.29,"0",2021-10-20 22:17:00,"Elementary",NA,0
"Karns High School","1406","1221",86.84,"0","129","114",88.37,"0",2021-10-20 22:17:00,"High",0,0
"Karns Middle School","918","867",94.44,"0","81","77",95.06,"0",2021-10-20 22:17:00,"Middle",0,0
"Knox Adaptive Education Center","52","42",80.77,"0","53","43",81.13,"0",2021-10-20 22:17:00,"Other",0,0
"L & N Stem Academy","577","562",97.4,"0","42","38",90.48,"0",2021-10-20 22:17:00,"High",0,0
"Lonsdale Elementary School","318","302",94.97,"0","74","69",93.24,"0",2021-10-20 22:17:00,"Elementary",0,0
"Maynard Elementary School","110","106",96.36,"0","32","32",100,"0",2021-10-20 22:17:00,"Elementary",0,0
"Mooreland Heights Elementary School","315","293",93.02,"<89>5\"" style=\""background-color: rgb(224, 224, 224); color: rgb(0, 0, 0); border-bottom-color: rgb(209, 209, 209); text-align: center; min-width: 124.213px; width: 124.213px;\""><89>5","45","39",86.67,"0",2021-10-20 22:17:00,"Elementary",NA,0
"Mount Olive Elementary School","199","180",90.45,"0","30","24",80,"0",2021-10-20 22:17:00,"Elementary",0,0
"New Hopewell Elementary School","222","207",93.24,"0","35","29",82.86,"0",2021-10-20 22:17:00,"Elementary",0,0
"Northshore Elementary School","1083","1050",96.95,"0","102","97",95.1,"0",2021-10-20 22:17:00,"Elementary",0,0
"Northwest Middle School","775","729",94.06,"<89>5\"" style=\""background-color: rgb(224, 224, 224); color: rgb(0, 0, 0); border-bottom-color: rgb(209, 209, 209); text-align: center; min-width: 124.213px; width: 124.213px;\""><89>5","113","105",92.92,"<89>5\"" style=\""background-color: rgb(224, 224, 224); color: rgb(0, 0, 0); border-bottom-color: rgb(209, 209, 209); text-align: center; min-width: 107.385px; width: 107.385px;\""><89>5",2021-10-20 22:17:00,"Middle",NA,NA
"Norwood Elementary School","470","434",92.34,"0","70","68",97.14,"0",2021-10-20 22:17:00,"Elementary",0,0
"Paul L. Kelley Volunteer Academy","79","61",77.22,"0","12","12",100,"0",2021-10-20 22:17:00,"High",0,0
"Pleasant Ridge Elementary School","284","270",95.07,"<89>5\"" style=\""background-color: transparent; color: rgb(0, 0, 0); border-bottom-color: rgb(209, 209, 209); text-align: center; min-width: 124.213px; width: 124.213px;\""><89>5","34","30",88.24,"0",2021-10-20 22:17:00,"Elementary",NA,0
"Pond Gap Elementary School","362","333",91.99,"<89>5\"" style=\""background-color: rgb(224, 224, 224); color: rgb(0, 0, 0); border-bottom-color: rgb(209, 209, 209); text-align: center; min-width: 124.213px; width: 124.213px;\""><89>5","55","55",100,"0",2021-10-20 22:17:00,"Elementary",NA,0
"Powell Elementary School","777","728",93.69,"<89>5\"" style=\""background-color: transparent; color: rgb(0, 0, 0); border-bottom-color: rgb(209, 209, 209); text-align: center; min-width: 124.213px; width: 124.213px;\""><89>5","77","69",89.61,"0",2021-10-20 22:17:00,"Elementary",NA,0
"Powell High School","1337","1192",89.15,"0","122","116",95.08,"0",2021-10-20 22:17:00,"High",0,0
"Powell Middle School School","867","813",93.77,"<89>5\"" style=\""background-color: transparent; color: rgb(0, 0, 0); border-bottom-color: rgb(209, 209, 209); text-align: center; min-width: 124.213px; width: 124.213px;\""><89>5","84","78",92.86,"0",2021-10-20 22:17:00,"Middle",NA,0
"Richard Yoakley Alternative","124","95",76.61,"0","35","30",85.71,"0",2021-10-20 22:17:00,"Other",0,0
"Ridgedale Alternative","72","59",81.94,"0","77","72",93.51,"0",2021-10-20 22:17:00,"Middle",0,0
"Ritta Elementary School","541","511",94.45,"0","62","61",98.39,"0",2021-10-20 22:17:00,"Elementary",0,0
"Rocky Hill Elementary School","705","677",96.03,"<89>5\"" style=\""background-color: transparent; color: rgb(0, 0, 0); border-bottom-color: rgb(209, 209, 209); text-align: center; min-width: 124.213px; width: 124.213px;\""><89>5","79","75",94.94,"0",2021-10-20 22:17:00,"Elementary",NA,0
"Sam E. Hill Primary School","155","145",93.55,"0","40","40",100,"0",2021-10-20 22:17:00,"Other",0,0
"Sarah Moore Greene Magnet Academy","498","465",93.37,"<89>5\"" style=\""background-color: transparent; color: rgb(0, 0, 0); border-bottom-color: rgb(209, 209, 209); text-align: center; min-width: 124.213px; width: 124.213px;\""><89>5","93","89",95.7,"0",2021-10-20 22:17:00,"Elementary",NA,0
"Sequoyah Elementary School","473","445",94.08,"<89>5\"" style=\""background-color: rgb(224, 224, 224); color: rgb(0, 0, 0); border-bottom-color: rgb(209, 209, 209); text-align: center; min-width: 124.213px; width: 124.213px;\""><89>5","46","42",91.3,"<89>5\"" style=\""background-color: rgb(224, 224, 224); color: rgb(0, 0, 0); border-bottom-color: rgb(209, 209, 209); text-align: center; min-width: 107.385px; width: 107.385px;\""><89>5",2021-10-20 22:17:00,"Elementary",NA,NA
"Shannondale Elementary School","389","375",96.4,"<89>5\"" style=\""background-color: transparent; color: rgb(0, 0, 0); border-bottom-color: rgb(209, 209, 209); text-align: center; min-width: 124.213px; width: 124.213px;\""><89>5","40","38",95,"0",2021-10-20 22:17:00,"Elementary",NA,0
"South Knoxville Elementary School","186","175",94.09,"0","105","97",92.38,"0",2021-10-20 22:17:00,"Elementary",0,0
"South-Doyle High School","1042","903",86.66,"<89>5\"" style=\""background-color: transparent; color: rgb(0, 0, 0); border-bottom-color: rgb(209, 209, 209); text-align: center; min-width: 124.213px; width: 124.213px;\""><89>5","102","96",94.12,"0",2021-10-20 22:17:00,"High",NA,0
"South-Doyle Middle School","809","715",88.38,"0","26","23",88.46,"0",2021-10-20 22:17:00,"Middle",0,0
"Spring Hill Elementary School","473","439",92.81,"0","69","64",92.75,"0",2021-10-20 22:17:00,"Elementary",0,0
"Sterchi Elementary School","343","316",92.13,"<89>5\"" style=\""background-color: rgb(224, 224, 224); color: rgb(0, 0, 0); border-bottom-color: rgb(209, 209, 209); text-align: center; min-width: 124.213px; width: 124.213px;\""><89>5","45","42",93.33,"<89>5\"" style=\""background-color: rgb(224, 224, 224); color: rgb(0, 0, 0); border-bottom-color: rgb(209, 209, 209); text-align: center; min-width: 107.385px; width: 107.385px;\""><89>5",2021-10-20 22:17:00,"Elementary",NA,NA
"Sunnyview Primary","228","210",92.11,"0","33","30",90.91,"0",2021-10-20 22:17:00,"Other",0,0
"Vine Middle Magnet","446","381",85.43,"0","58","54",93.1,"0",2021-10-20 22:17:00,"Middle",0,0
"West Haven Elementary School","321","308",95.95,"0","42","37",88.1,"0",2021-10-20 22:17:00,"Elementary",0,0
"West High School","1526","1412",92.53,"0","117","110",94.02,"0",2021-10-20 22:17:00,"High",0,0
"West Hills Elementary School","694","664",95.68,"0","94","88",93.62,"0",2021-10-20 22:17:00,"Elementary",0,0
"West Valley Middle School","1127","1043",92.55,"<89>5\"" style=\""background-color: rgb(224, 224, 224); color: rgb(0, 0, 0); border-bottom-color: rgb(209, 209, 209); text-align: center; min-width: 124.213px; width: 124.213px;\""><89>5","88","79",89.77,"<89>5\"" style=\""background-color: rgb(224, 224, 224); color: rgb(0, 0, 0); border-bottom-color: rgb(209, 209, 209); text-align: center; min-width: 107.385px; width: 107.385px;\""><89>5",2021-10-20 22:17:00,"Middle",NA,NA
"West View Elementary School","199","189",94.97,"0","34","33",97.06,"0",2021-10-20 22:17:00,"Elementary",0,0
"Whittle Springs Middle School","459","403",87.8,"0","57","51",89.47,"0",2021-10-20 22:17:00,"Middle",0,0
"A.L. Lotts Elementary School","957","913",95.4,"0","88","85",96.59,"0",2021-10-21 22:17:00,"Elementary",0,0
"Adrian Burnett Elementary School","494","457",92.51,"<89>5\"" style=\""background-color: rgb(224, 224, 224); color: rgb(0, 0, 0); border-bottom-color: rgb(209, 209, 209); text-align: center; min-width: 124.213px; width: 124.213px;\""><89>5","61","57",93.44,"0",2021-10-21 22:17:00,"Elementary",NA,0
"Amherst Elementary School","655","638",97.4,"<89>5\"" style=\""background-color: transparent; color: rgb(0, 0, 0); border-bottom-color: rgb(209, 209, 209); text-align: center; min-width: 124.213px; width: 124.213px;\""><89>5","81","78",96.3,"0",2021-10-21 22:17:00,"Elementary",NA,0
"Austin East Magnet High School","666","595",89.34,"0","102","90",88.24,"<89>5\"" style=\""background-color: rgb(224, 224, 224); color: rgb(0, 0, 0); border-bottom-color: rgb(209, 209, 209); text-align: center; min-width: 107.385px; width: 107.385px;\""><89>5",2021-10-21 22:17:00,"High",0,NA
"Ball Camp Elementary School","585","552",94.36,"0","60","54",90,"0",2021-10-21 22:17:00,"Elementary",0,0
"Bearden Elementary School","339","326",96.17,"0","33","30",90.91,"0",2021-10-21 22:17:00,"Elementary",0,0
"Bearden High School","2041","1904",93.29,"<89>5\"" style=\""background-color: transparent; color: rgb(0, 0, 0); border-bottom-color: rgb(209, 209, 209); text-align: center; min-width: 124.213px; width: 124.213px;\""><89>5","157","148",94.27,"<89>5\"" style=\""background-color: transparent; color: rgb(0, 0, 0); border-bottom-color: rgb(209, 209, 209); text-align: center; min-width: 107.385px; width: 107.385px;\""><89>5",2021-10-21 22:17:00,"High",NA,NA
"Bearden Middle School","1196","1125",94.06,"<89>5\"" style=\""background-color: rgb(224, 224, 224); color: rgb(0, 0, 0); border-bottom-color: rgb(209, 209, 209); text-align: center; min-width: 124.213px; width: 124.213px;\""><89>5","115","108",93.91,"<89>5\"" style=\""background-color: rgb(224, 224, 224); color: rgb(0, 0, 0); border-bottom-color: rgb(209, 209, 209); text-align: center; min-width: 107.385px; width: 107.385px;\""><89>5",2021-10-21 22:17:00,"Middle",NA,NA
"Beaumont Magnet Academy","561","521",92.87,"0","78","73",93.59,"<89>5\"" style=\""background-color: transparent; color: rgb(0, 0, 0); border-bottom-color: rgb(209, 209, 209); text-align: center; min-width: 107.385px; width: 107.385px;\""><89>5",2021-10-21 22:17:00,"Elementary",0,NA
"Belle Morris Elementary School","420","385",91.67,"0","62","50",80.65,"0",2021-10-21 22:17:00,"Elementary",0,0
"Blue Grass Elementary School","535","508",94.95,"0","52","48",92.31,"0",2021-10-21 22:17:00,"Elementary",0,0
"Bonny Kate Elementary School","344","320",93.02,"0","48","45",93.75,"0",2021-10-21 22:17:00,"Elementary",0,0
"Brickey-McCloud Elementary School","823","774",94.05,"<89>5\"" style=\""background-color: transparent; color: rgb(0, 0, 0); border-bottom-color: rgb(209, 209, 209); text-align: center; min-width: 124.213px; width: 124.213px;\""><89>5","109","104",95.41,"0",2021-10-21 22:17:00,"Elementary",NA,0
"Career Magnet Academy At Pellissippi State","253","247",97.63,"0","23","21",91.3,"0",2021-10-21 22:17:00,"High",0,0
"Carter Elementary School","514","473",92.02,"0","57","55",96.49,"0",2021-10-21 22:17:00,"Elementary",0,0
"Carter High School","779","682",87.55,"<89>5\"" style=\""background-color: rgb(224, 224, 224); color: rgb(0, 0, 0); border-bottom-color: rgb(209, 209, 209); text-align: center; min-width: 124.213px; width: 124.213px;\""><89>5","79","75",94.94,"0",2021-10-21 22:17:00,"High",NA,0
"Carter Middle School","585","544",92.99,"0","57","49",85.96,"0",2021-10-21 22:17:00,"Middle",0,0
"Cedar Bluff Elementary School","1060","1013",95.57,"0","133","116",87.22,"0",2021-10-21 22:17:00,"Elementary",0,0
"Cedar Bluff Middle School","560","527",94.11,"0","55","51",92.73,"0",2021-10-21 22:17:00,"Middle",0,0
"Central High School","1319","1173",88.93,"<89>5\"" style=\""background-color: rgb(224, 224, 224); color: rgb(0, 0, 0); border-bottom-color: rgb(209, 209, 209); text-align: center; min-width: 124.213px; width: 124.213px;\""><89>5","129","122",94.57,"0",2021-10-21 22:17:00,"High",NA,0
"Chilhowee Intermediate School","196","181",92.35,"0","26","22",84.62,"<89>5\"" style=\""background-color: transparent; color: rgb(0, 0, 0); border-bottom-color: rgb(209, 209, 209); text-align: center; min-width: 107.385px; width: 107.385px;\""><89>5",2021-10-21 22:17:00,"Elementary",0,NA
"Christenberry Elementary School","430","408",94.88,"<89>5\"" style=\""background-color: rgb(224, 224, 224); color: rgb(0, 0, 0); border-bottom-color: rgb(209, 209, 209); text-align: center; min-width: 124.213px; width: 124.213px;\""><89>5","71","67",94.37,"0",2021-10-21 22:17:00,"Elementary",NA,0
