"School","Student_Enrolled","Student_Present","Student_Present_Percent","Student_Active_Cases","Staff_Employed","Staff_Present","Staff_Present_Percent","Staff_Active_Cases","Date","Level","Student_Maximum_Active_Cases","Staff_Maximum_Active_Cases"
"Northwest Middle School","773","712",92.11,"<89>5\"" style=\""background-color: rgb(224, 224, 224); color: rgb(0, 0, 0); border-bottom-color: rgb(209, 209, 209); text-align: center; min-width: 124.213px; width: 124.213px;\""><89>5","113","108",95.58,"0",2022-02-07 22:17:00,"Middle",NA,0
"Norwood Elementary School","480","445",92.71,"0","70","66",94.29,"<89>5\"" style=\""background-color: transparent; color: rgb(0, 0, 0); border-bottom-color: rgb(209, 209, 209); text-align: center; min-width: 107.385px; width: 107.385px;\""><89>5",2022-02-07 22:17:00,"Elementary",0,NA
"Paul L. Kelley Volunteer Academy","66","55",83.33,"0","12","12",100,"0",2022-02-07 22:17:00,"High",0,0
"Pleasant Ridge Elementary School","289","259",89.62,"0","34","32",94.12,"0",2022-02-07 22:17:00,"Elementary",0,0
"Pond Gap Elementary School","359","332",92.48,"0","55","52",94.55,"0",2022-02-07 22:17:00,"Elementary",0,0
"Powell Elementary School","772","732",94.82,"<89>5\"" style=\""background-color: transparent; color: rgb(0, 0, 0); border-bottom-color: rgb(209, 209, 209); text-align: center; min-width: 124.213px; width: 124.213px;\""><89>5","77","73",94.81,"0",2022-02-07 22:17:00,"Elementary",NA,0
"Powell High School","1301","1154",88.7,"<89>5\"" style=\""background-color: rgb(224, 224, 224); color: rgb(0, 0, 0); border-bottom-color: rgb(209, 209, 209); text-align: center; min-width: 124.213px; width: 124.213px;\""><89>5","122","110",90.16,"0",2022-02-07 22:17:00,"High",NA,0
"Powell Middle School School","853","781",91.56,"<89>5\"" style=\""background-color: transparent; color: rgb(0, 0, 0); border-bottom-color: rgb(209, 209, 209); text-align: center; min-width: 124.213px; width: 124.213px;\""><89>5","84","78",92.86,"0",2022-02-07 22:17:00,"Middle",NA,0
"Richard Yoakley Alternative","112","75",66.96,"0","35","29",82.86,"<89>5\"" style=\""background-color: rgb(224, 224, 224); color: rgb(0, 0, 0); border-bottom-color: rgb(209, 209, 209); text-align: center; min-width: 107.385px; width: 107.385px;\""><89>5",2022-02-07 22:17:00,"Other",0,NA
"Ridgedale Alternative","89","76",85.39,"0","77","69",89.61,"<89>5\"" style=\""background-color: transparent; color: rgb(0, 0, 0); border-bottom-color: rgb(209, 209, 209); text-align: center; min-width: 107.385px; width: 107.385px;\""><89>5",2022-02-07 22:17:00,"Middle",0,NA
"Ritta Elementary School","533","490",91.93,"<89>5\"" style=\""background-color: rgb(224, 224, 224); color: rgb(0, 0, 0); border-bottom-color: rgb(209, 209, 209); text-align: center; min-width: 124.213px; width: 124.213px;\""><89>5","62","59",95.16,"0",2022-02-07 22:17:00,"Elementary",NA,0
"Rocky Hill Elementary School","695","673",96.83,"<89>5\"" style=\""background-color: transparent; color: rgb(0, 0, 0); border-bottom-color: rgb(209, 209, 209); text-align: center; min-width: 124.213px; width: 124.213px;\""><89>5","79","72",91.14,"<89>5\"" style=\""background-color: transparent; color: rgb(0, 0, 0); border-bottom-color: rgb(209, 209, 209); text-align: center; min-width: 107.385px; width: 107.385px;\""><89>5",2022-02-07 22:17:00,"Elementary",NA,NA
"Sam E. Hill Primary School","154","144",93.51,"0","40","35",87.5,"0",2022-02-07 22:17:00,"Other",0,0
"Sarah Moore Greene Magnet Academy","485","453",93.4,"<89>5\"" style=\""background-color: transparent; color: rgb(0, 0, 0); border-bottom-color: rgb(209, 209, 209); text-align: center; min-width: 124.213px; width: 124.213px;\""><89>5","93","88",94.62,"0",2022-02-07 22:17:00,"Elementary",NA,0
"Sequoyah Elementary School","468","442",94.44,"<89>5\"" style=\""background-color: rgb(224, 224, 224); color: rgb(0, 0, 0); border-bottom-color: rgb(209, 209, 209); text-align: center; min-width: 124.213px; width: 124.213px;\""><89>5","46","40",86.96,"0",2022-02-07 22:17:00,"Elementary",NA,0
"Shannondale Elementary School","399","377",94.49,"<89>5\"" style=\""background-color: transparent; color: rgb(0, 0, 0); border-bottom-color: rgb(209, 209, 209); text-align: center; min-width: 124.213px; width: 124.213px;\""><89>5","40","37",92.5,"<89>5\"" style=\""background-color: transparent; color: rgb(0, 0, 0); border-bottom-color: rgb(209, 209, 209); text-align: center; min-width: 107.385px; width: 107.385px;\""><89>5",2022-02-07 22:17:00,"Elementary",NA,NA
"South Knoxville Elementary School","182","166",91.21,"<89>15\"" style=\""background-color: rgb(224, 224, 224); color: rgb(0, 0, 0); border-bottom-color: rgb(209, 209, 209); text-align: center; min-width: 124.213px; width: 124.213px;\""><89>15","105","96",91.43,"0",2022-02-07 22:17:00,"Elementary",NA,0
"South-Doyle High School","1009","851",84.34,"0","102","92",90.2,"0",2022-02-07 22:17:00,"High",0,0
"South-Doyle Middle School","794","714",89.92,"<89>5\"" style=\""background-color: rgb(224, 224, 224); color: rgb(0, 0, 0); border-bottom-color: rgb(209, 209, 209); text-align: center; min-width: 124.213px; width: 124.213px;\""><89>5","26","23",88.46,"0",2022-02-07 22:17:00,"Middle",NA,0
"Spring Hill Elementary School","490","452",92.24,"0","69","65",94.2,"0",2022-02-07 22:17:00,"Elementary",0,0
"Sterchi Elementary School","335","312",93.13,"0","45","44",97.78,"0",2022-02-07 22:17:00,"Elementary",0,0
"Sunnyview Primary","215","204",94.88,"0","33","32",96.97,"0",2022-02-07 22:17:00,"Other",0,0
"Vine Middle Magnet","460","406",88.26,"0","58","53",91.38,"0",2022-02-07 22:17:00,"Middle",0,0
"West Haven Elementary School","315","295",93.65,"<89>5\"" style=\""background-color: transparent; color: rgb(0, 0, 0); border-bottom-color: rgb(209, 209, 209); text-align: center; min-width: 124.213px; width: 124.213px;\""><89>5","42","38",90.48,"0",2022-02-07 22:17:00,"Elementary",NA,0
"West High School","1507","1322",87.72,"<89>5\"" style=\""background-color: rgb(224, 224, 224); color: rgb(0, 0, 0); border-bottom-color: rgb(209, 209, 209); text-align: center; min-width: 124.213px; width: 124.213px;\""><89>5","117","104",88.89,"<89>5\"" style=\""background-color: rgb(224, 224, 224); color: rgb(0, 0, 0); border-bottom-color: rgb(209, 209, 209); text-align: center; min-width: 107.385px; width: 107.385px;\""><89>5",2022-02-07 22:17:00,"High",NA,NA
"West Hills Elementary School","693","646",93.22,"<89>5\"" style=\""background-color: transparent; color: rgb(0, 0, 0); border-bottom-color: rgb(209, 209, 209); text-align: center; min-width: 124.213px; width: 124.213px;\""><89>5","94","83",88.3,"0",2022-02-07 22:17:00,"Elementary",NA,0
"A.L. Lotts Elementary School","975","916",93.95,"<89>5\"" style=\""background-color: transparent; color: rgb(0, 0, 0); border-bottom-color: rgb(209, 209, 209); text-align: center; min-width: 124.213px; width: 124.213px;\""><89>5","88","82",93.18,"<89>5\"" style=\""background-color: transparent; color: rgb(0, 0, 0); border-bottom-color: rgb(209, 209, 209); text-align: center; min-width: 107.385px; width: 107.385px;\""><89>5",2022-02-08 22:17:00,"Elementary",NA,NA
"Adrian Burnett Elementary School","500","481",96.2,"<89>5\"" style=\""background-color: rgb(224, 224, 224); color: rgb(0, 0, 0); border-bottom-color: rgb(209, 209, 209); text-align: center; min-width: 124.213px; width: 124.213px;\""><89>5","61","59",96.72,"0",2022-02-08 22:17:00,"Elementary",NA,0
"Amherst Elementary School","658","630",95.74,"<89>5\"" style=\""background-color: transparent; color: rgb(0, 0, 0); border-bottom-color: rgb(209, 209, 209); text-align: center; min-width: 124.213px; width: 124.213px;\""><89>5","81","76",93.83,"<89>5\"" style=\""background-color: transparent; color: rgb(0, 0, 0); border-bottom-color: rgb(209, 209, 209); text-align: center; min-width: 107.385px; width: 107.385px;\""><89>5",2022-02-08 22:17:00,"Elementary",NA,NA
"Austin East Magnet High School","673","585",86.92,"0","102","93",91.18,"<89>5\"" style=\""background-color: rgb(224, 224, 224); color: rgb(0, 0, 0); border-bottom-color: rgb(209, 209, 209); text-align: center; min-width: 107.385px; width: 107.385px;\""><89>5",2022-02-08 22:17:00,"High",0,NA
"Ball Camp Elementary School","577","545",94.45,"<89>5\"" style=\""background-color: transparent; color: rgb(0, 0, 0); border-bottom-color: rgb(209, 209, 209); text-align: center; min-width: 124.213px; width: 124.213px;\""><89>5","60","53",88.33,"0",2022-02-08 22:17:00,"Elementary",NA,0
"Bearden Elementary School","334","308",92.22,"<89>5\"" style=\""background-color: rgb(224, 224, 224); color: rgb(0, 0, 0); border-bottom-color: rgb(209, 209, 209); text-align: center; min-width: 124.213px; width: 124.213px;\""><89>5","33","31",93.94,"0",2022-02-08 22:17:00,"Elementary",NA,0
"Bearden High School","2021","1870",92.53,"<89>5\"" style=\""background-color: transparent; color: rgb(0, 0, 0); border-bottom-color: rgb(209, 209, 209); text-align: center; min-width: 124.213px; width: 124.213px;\""><89>5","157","147",93.63,"0",2022-02-08 22:17:00,"High",NA,0
"Bearden Middle School","1175","1085",92.34,"<89>5\"" style=\""background-color: rgb(224, 224, 224); color: rgb(0, 0, 0); border-bottom-color: rgb(209, 209, 209); text-align: center; min-width: 124.213px; width: 124.213px;\""><89>5","115","110",95.65,"<89>5\"" style=\""background-color: rgb(224, 224, 224); color: rgb(0, 0, 0); border-bottom-color: rgb(209, 209, 209); text-align: center; min-width: 107.385px; width: 107.385px;\""><89>5",2022-02-08 22:17:00,"Middle",NA,NA
"Beaumont Magnet Academy","566","531",93.82,"0","78","73",93.59,"0",2022-02-08 22:17:00,"Elementary",0,0
"Belle Morris Elementary School","411","379",92.21,"0","62","55",88.71,"<89>5\"" style=\""background-color: rgb(224, 224, 224); color: rgb(0, 0, 0); border-bottom-color: rgb(209, 209, 209); text-align: center; min-width: 107.385px; width: 107.385px;\""><89>5",2022-02-08 22:17:00,"Elementary",0,NA
"Blue Grass Elementary School","536","512",95.52,"<89>5\"" style=\""background-color: transparent; color: rgb(0, 0, 0); border-bottom-color: rgb(209, 209, 209); text-align: center; min-width: 124.213px; width: 124.213px;\""><89>5","52","46",88.46,"<89>5\"" style=\""background-color: transparent; color: rgb(0, 0, 0); border-bottom-color: rgb(209, 209, 209); text-align: center; min-width: 107.385px; width: 107.385px;\""><89>5",2022-02-08 22:17:00,"Elementary",NA,NA
"Bonny Kate Elementary School","341","320",93.84,"0","48","46",95.83,"0",2022-02-08 22:17:00,"Elementary",0,0
"Brickey-McCloud Elementary School","837","797",95.22,"<89>15\"" style=\""background-color: transparent; color: rgb(0, 0, 0); border-bottom-color: rgb(209, 209, 209); text-align: center; min-width: 124.213px; width: 124.213px;\""><89>15","109","102",93.58,"0",2022-02-08 22:17:00,"Elementary",NA,0
"Career Magnet Academy At Pellissippi State","247","232",93.93,"0","23","21",91.3,"0",2022-02-08 22:17:00,"High",0,0
"Carter Elementary School","516","480",93.02,"0","57","54",94.74,"0",2022-02-08 22:17:00,"Elementary",0,0
"Carter High School","763","683",89.52,"0","79","71",89.87,"<89>5\"" style=\""background-color: rgb(224, 224, 224); color: rgb(0, 0, 0); border-bottom-color: rgb(209, 209, 209); text-align: center; min-width: 107.385px; width: 107.385px;\""><89>5",2022-02-08 22:17:00,"High",0,NA
"Carter Middle School","591","537",90.86,"<89>5\"" style=\""background-color: transparent; color: rgb(0, 0, 0); border-bottom-color: rgb(209, 209, 209); text-align: center; min-width: 124.213px; width: 124.213px;\""><89>5","57","49",85.96,"0",2022-02-08 22:17:00,"Middle",NA,0
"Cedar Bluff Elementary School","1050","980",93.33,"<89>15\"" style=\""background-color: rgb(224, 224, 224); color: rgb(0, 0, 0); border-bottom-color: rgb(209, 209, 209); text-align: center; min-width: 124.213px; width: 124.213px;\""><89>15","133","116",87.22,"<89>5\"" style=\""background-color: rgb(224, 224, 224); color: rgb(0, 0, 0); border-bottom-color: rgb(209, 209, 209); text-align: center; min-width: 107.385px; width: 107.385px;\""><89>5",2022-02-08 22:17:00,"Elementary",NA,NA
"Cedar Bluff Middle School","567","528",93.12,"<89>5\"" style=\""background-color: transparent; color: rgb(0, 0, 0); border-bottom-color: rgb(209, 209, 209); text-align: center; min-width: 124.213px; width: 124.213px;\""><89>5","55","53",96.36,"0",2022-02-08 22:17:00,"Middle",NA,0
"Central High School","1290","1126",87.29,"0","129","121",93.8,"0",2022-02-08 22:17:00,"High",0,0
"Chilhowee Intermediate School","191","181",94.76,"<89>15\"" style=\""background-color: transparent; color: rgb(0, 0, 0); border-bottom-color: rgb(209, 209, 209); text-align: center; min-width: 124.213px; width: 124.213px;\""><89>15","26","23",88.46,"<89>5\"" style=\""background-color: transparent; color: rgb(0, 0, 0); border-bottom-color: rgb(209, 209, 209); text-align: center; min-width: 107.385px; width: 107.385px;\""><89>5",2022-02-08 22:17:00,"Elementary",NA,NA
"Christenberry Elementary School","421","386",91.69,"0","71","69",97.18,"0",2022-02-08 22:17:00,"Elementary",0,0
"Copper Ridge Elementary School","437","408",93.36,"<89>5\"" style=\""background-color: transparent; color: rgb(0, 0, 0); border-bottom-color: rgb(209, 209, 209); text-align: center; min-width: 124.213px; width: 124.213px;\""><89>5","61","56",91.8,"0",2022-02-08 22:17:00,"Elementary",NA,0
"Corryton Elementary School","203","184",90.64,"<89>15\"" style=\""background-color: rgb(224, 224, 224); color: rgb(0, 0, 0); border-bottom-color: rgb(209, 209, 209); text-align: center; min-width: 124.213px; width: 124.213px;\""><89>15","22","22",100,"0",2022-02-08 22:17:00,"Elementary",NA,0
"Dogwood Elementary School","483","445",92.13,"<89>5\"" style=\""background-color: transparent; color: rgb(0, 0, 0); border-bottom-color: rgb(209, 209, 209); text-align: center; min-width: 124.213px; width: 124.213px;\""><89>5","104","98",94.23,"0",2022-02-08 22:17:00,"Elementary",NA,0
"East Knox County Elementary School","457","426",93.22,"0","55","51",92.73,"0",2022-02-08 22:17:00,"Elementary",0,0
"Farragut High School","2053","1933",94.15,"0","147","136",92.52,"0",2022-02-08 22:17:00,"High",0,0
"Farragut Intermediate School","1111","1053",94.78,"0","85","75",88.24,"0",2022-02-08 22:17:00,"Elementary",0,0
"Farragut Middle School","1395","1318",94.48,"<89>15\"" style=\""background-color: transparent; color: rgb(0, 0, 0); border-bottom-color: rgb(209, 209, 209); text-align: center; min-width: 124.213px; width: 124.213px;\""><89>15","104","99",95.19,"<89>5\"" style=\""background-color: transparent; color: rgb(0, 0, 0); border-bottom-color: rgb(209, 209, 209); text-align: center; min-width: 107.385px; width: 107.385px;\""><89>5",2022-02-08 22:17:00,"Middle",NA,NA
"Farragut Primary School","963","909",94.39,"<89>5\"" style=\""background-color: rgb(224, 224, 224); color: rgb(0, 0, 0); border-bottom-color: rgb(209, 209, 209); text-align: center; min-width: 124.213px; width: 124.213px;\""><89>5","92","85",92.39,"0",2022-02-08 22:17:00,"Elementary",NA,0
"Fountain City Elementary School","381","356",93.44,"0","39","38",97.44,"0",2022-02-08 22:17:00,"Elementary",0,0
"Fulton High School","912","784",85.96,"0","126","114",90.48,"0",2022-02-08 22:17:00,"High",0,0
"Gap Creek Elementary School","70","70",100,"0","17","17",100,"0",2022-02-08 22:17:00,"Elementary",0,0
"Gibbs Elementary School","854","785",91.92,"<89>5\"" style=\""background-color: rgb(224, 224, 224); color: rgb(0, 0, 0); border-bottom-color: rgb(209, 209, 209); text-align: center; min-width: 124.213px; width: 124.213px;\""><89>5","85","77",90.59,"0",2022-02-08 22:17:00,"Elementary",NA,0
"Gibbs High School","1039","942",90.66,"<89>5\"" style=\""background-color: transparent; color: rgb(0, 0, 0); border-bottom-color: rgb(209, 209, 209); text-align: center; min-width: 124.213px; width: 124.213px;\""><89>5","88","84",95.45,"0",2022-02-08 22:17:00,"High",NA,0
"Gibbs Middle School","564","519",92.02,"<89>5\"" style=\""background-color: rgb(224, 224, 224); color: rgb(0, 0, 0); border-bottom-color: rgb(209, 209, 209); text-align: center; min-width: 124.213px; width: 124.213px;\""><89>5","49","46",93.88,"<89>5\"" style=\""background-color: rgb(224, 224, 224); color: rgb(0, 0, 0); border-bottom-color: rgb(209, 209, 209); text-align: center; min-width: 107.385px; width: 107.385px;\""><89>5",2022-02-08 22:17:00,"Middle",NA,NA
"Green Magnet Academy School","344","316",91.86,"0","60","56",93.33,"<89>5\"" style=\""background-color: transparent; color: rgb(0, 0, 0); border-bottom-color: rgb(209, 209, 209); text-align: center; min-width: 107.385px; width: 107.385px;\""><89>5",2022-02-08 22:17:00,"Elementary",0,NA
"Gresham Middle School","772","709",91.84,"0","81","78",96.3,"<89>5\"" style=\""background-color: rgb(224, 224, 224); color: rgb(0, 0, 0); border-bottom-color: rgb(209, 209, 209); text-align: center; min-width: 107.385px; width: 107.385px;\""><89>5",2022-02-08 22:17:00,"Middle",0,NA
"Halls Elementary School","672","637",94.79,"0","78","76",97.44,"0",2022-02-08 22:17:00,"Elementary",0,0
"Halls High School","1238","1127",91.03,"0","102","92",90.2,"0",2022-02-08 22:17:00,"High",0,0
"Halls Middle School","1055","987",93.55,"0","86","81",94.19,"0",2022-02-08 22:17:00,"Middle",0,0
"Hardin Valley Academy","2035","1847",90.76,"<89>5\"" style=\""background-color: rgb(224, 224, 224); color: rgb(0, 0, 0); border-bottom-color: rgb(209, 209, 209); text-align: center; min-width: 124.213px; width: 124.213px;\""><89>5","147","131",89.12,"<89>5\"" style=\""background-color: rgb(224, 224, 224); color: rgb(0, 0, 0); border-bottom-color: rgb(209, 209, 209); text-align: center; min-width: 107.385px; width: 107.385px;\""><89>5",2022-02-08 22:17:00,"High",NA,NA
